movie_id,year,genres,averagerating,numvotes,title_new
tt1628016,2010,"Documentary,Drama,History",7.3,6,the legend of masty huba
tt1628022,2014,"Comedy,Music",7.8,5,thunderlust (and the middle beast)
tt1628026,2010,Comedy,8.2,12,weeding out
tt1628034,2011,Drama,6.5,68,bad fever
tt1628039,2011,"Drama,Thriller",5.8,580,ghosted
tt1628041,2011,Drama,6.9,14,golden brown
tt1628042,2011,Documentary,6.5,104,gone
tt1628043,2011,"Crime,Thriller",5.4,195,joint body
tt1628055,2011,"Drama,Family,Fantasy",6.5,3673,touchback
tt1628069,2012,Adventure,3.2,166,death from above
tt1628726,2010,"Documentary,Music",5.5,12,death metal: are we watching you die?
tt1628777,2010,Documentary,5.9,15,the rising sun
tt1628840,2010,"Action,Thriller",6.4,146,kidnapper
tt1628841,2016,"Action,Adventure,Sci-Fi",5.2,155344,independence day: resurgence
tt1629241,2010,"Drama,Family,Thriller",6.1,458,bumm bumm bole
tt1629242,2015,"Drama,Thriller",5.7,6659,careful what you wish for
tt1629248,2010,Drama,5.9,23,the earth marathon
tt1629251,2010,Drama,6.2,176,young girls in black
tt1629260,2010,"Drama,Romance,Thriller",3.5,39,ek second... jo zindagi badal de...
tt1629270,2010,"Comedy,Romance",3.8,5,fear of flying
tt1629271,2010,Documentary,8.0,91,feathered cocaine
tt1629278,2010,"Comedy,Drama",4.8,211,freedom on parole
tt1629284,2010,"Adventure,Drama,Romance",7.1,915,hanamizuki
tt1629295,2010,Drama,7.0,759,i am
tt1629314,2010,Comedy,4.9,9,kurosawa eiga
tt1629319,2010,Comedy,3.5,63,la venganza de ira vamp
tt1629372,2010,Thriller,5.0,152,rewind
tt1629374,2011,"Adventure,Animation,Comedy",6.6,11834,ronal the barbarian
tt1629376,2011,"Drama,Mystery,Thriller",6.1,4948,seven sins forgiven
tt1629377,2010,"Horror,Thriller",6.4,6729,kidnapped
tt1629391,2010,"Comedy,Drama",7.2,9830,tere bin laden
tt1629424,2010,"Action,Drama,Mystery",2.7,15,trump card
tt1629439,2011,"Horror,Sci-Fi",3.5,2891,51
tt1629443,2011,"Comedy,Drama,Family",6.9,2555,foster
tt1629444,2012,"Action,Sci-Fi",4.8,64,night is day: the movie
tt1629447,2011,"Action,Horror,Sci-Fi",4.8,16,the exile
tt1629705,2011,"Action,Adventure,Western",6.6,8553,blackthorn
tt1629711,2010,Horror,6.0,16,exhibit a-7
tt1629715,2012,"Crime,Drama,Romance",6.6,2680,miss lovely
tt1629716,2010,Sci-Fi,4.0,248,nydenion
tt1629718,2010,Comedy,5.9,849,poker
tt1629725,2010,Drama,6.8,312,à l'origine d'un cri
tt1629730,2010,Comedy,6.7,20,charlotta-ts
tt1629735,2011,Drama,6.4,21,the little love god
tt1629736,2011,"Comedy,Drama",5.5,370,los marziano
tt1629737,2010,"Drama,Fantasy,Thriller",4.3,86,panchakshari
tt1629739,2011,"Drama,Thriller",7.3,23,the big black
tt1629747,2013,"Drama,Romance,Sci-Fi",4.0,764,the cosmonaut
tt1629757,2012,"Biography,Drama,Sport",7.2,28994,chasing mavericks
tt1629762,2011,Drama,5.5,252,all she can
tt1629763,2016,Documentary,7.8,20,"comrade, where are you today?"
tt1629766,2011,"Action,Family,Sci-Fi",4.2,247,pizza man
tt1630027,2011,"Comedy,Drama",7.2,6071,almanya: welcome to germany
tt1630030,2010,"Drama,Romance",6.5,92,"babe, i love you"
tt1630031,2010,Comedy,5.8,97,bakgat! ii
tt1630036,2011,Drama,7.0,17586,courageous
tt1630038,2010,"Comedy,Romance",6.8,377,fool for love
tt1630052,2012,Comedy,3.4,268,nipples & palm trees
tt1630061,2011,"Drama,Thriller",5.4,640,body of water
tt1630237,2010,Adventure,6.1,13,erase una vez en durango
tt1630241,2010,Comedy,6.5,880,going our way
tt1630245,2011,Unknown,5.9,16,les insomniaques
tt1630248,2010,Unknown,5.1,13,a summer family
tt1630261,2011,Thriller,4.6,12,the hard cut
tt1630282,2011,"Action,Comedy,Drama",4.9,256,sahi dhandhe galat bande
tt1630311,2010,"Drama,Musical,Romance",4.8,32,butterfly crush
tt1630540,2011,"Documentary,News",8.1,9,default: the student loan documentary
tt1630541,2012,"Action,Crime,Thriller",5.9,13,degenerate
tt1630560,2010,"Comedy,Drama",6.3,64,the most important thing in life is not being dead
tt1630562,2011,Drama,5.9,193,among us
tt1630564,2011,"Action,Crime,Thriller",4.4,2293,sacrifice
tt1630565,2010,Documentary,6.4,191,the striking truth 3d
tt1630566,2010,"Comedy,Crime",5.7,22,trouble no more
tt1630575,2010,"Drama,Family",6.3,286,briefgeheim
tt1630590,2011,"Crime,Drama,Thriller",6.5,20,kya yahi sach hai
tt1630596,2010,"Adventure,Family",4.5,88,east end angels
tt1630601,2010,Animation,6.5,8,eiga purikyua ôru sutâzu dx 2: kibou no hikari reinbô jueru o mamore!
tt1630603,2010,"Comedy,Family,Fantasy",7.3,1022,kooky
tt1630607,2010,Horror,3.5,210,nostrum
tt1630608,2010,"Action,Crime,Drama",5.6,29,pay in full
tt1630613,2010,"Action,Crime,Drama",6.6,82,soch lo
tt1630633,2010,"Comedy,Horror",2.7,30,eject
tt1630635,2010,Family,6.1,16,huppa huiyya
tt1630636,2011,Drama,7.0,16,il console italiano
tt1630637,2011,Comedy,6.1,2770,the immature
tt1630645,2010,"Drama,Mystery,Thriller",5.4,225,mystification
tt1630657,2017,"Action,Drama,Horror",5.0,52,sickness
tt1631330,2010,"Comedy,Crime",5.9,19,handlebar
tt1631359,2011,"Comedy,Drama",6.3,33,maggie marvel
tt1631365,2011,"Drama,Family,Romance",6.8,100,renegade
tt1631371,2010,Comedy,5.7,23,menschenliebe
tt1631405,2010,"Documentary,History,Music",6.1,7,pool party
tt1631468,2010,"Documentary,Sport",6.5,12,salam rugby
tt1631681,2010,Comedy,4.8,15,bebek belur
tt1631693,2010,Drama,6.6,15,cinta 2 hati
tt1631697,2011,Drama,5.7,86,the system
tt1631699,2010,Horror,3.9,7,dendam pocong mupeng
tt1631707,2011,"Mystery,Sci-Fi,Thriller",6.6,7298,enter nowhere
tt1631739,2010,Horror,4.3,32,kain kafan perawan
tt1631783,2012,"Comedy,Drama",5.3,132,not that funny
tt1631790,2010,Horror,4.8,9,pemburu hantu: the movie
tt1631810,2010,Comedy,6.7,34,skj: seleb kota jogja
tt1631817,2010,Drama,5.0,8,sst.... jadikan aku simpanan
tt1631824,2010,Horror,3.6,13,te[rekam]
tt1631829,2010,Comedy,3.7,7,the god babe
tt1631840,2010,Horror,3.9,20,tiran: mati di ranjang
tt1631841,2010,Horror,5.2,45,toilet 105
tt1631867,2014,"Action,Sci-Fi",7.9,546284,edge of tomorrow
tt1631868,2013,Drama,8.3,21,cathedral canyon
tt1632477,2010,"Adventure,Animation",5.7,76,guardians of the lost code 3d
tt1632481,2010,"Adventure,Animation,Family",5.2,62,care bears to the rescue
tt1632482,2011,"Biography,Documentary,Music",5.8,37,ben lee: catch my disease
tt1632527,2010,Documentary,7.3,14,human terrain
tt1632544,2010,"Animation,Drama,Romance",7.1,1927,from me to you
tt1632547,2010,"Comedy,Crime,Drama",7.1,9672,cold fish
tt1632561,2010,"Comedy,Drama,Romance",7.1,22,maria watches over us
tt1632577,2011,"Adventure,Comedy,Fantasy",6.2,38,a honeymoon in hell: mr. & mrs. oki's fabulous trip
tt1632616,2010,"Documentary,History,Music",9.2,5,the black roots of salsa: the emancipation of cuban rumba
tt1632633,2010,Drama,4.3,6,the greenwich village massacre
tt1632702,2010,"Documentary,Music",8.3,28,bouncing cats
tt1632703,2010,Documentary,7.4,820,burzynski
tt1632705,2010,Horror,6.6,12,creed
tt1632708,2011,"Comedy,Romance",6.6,317338,friends with benefits
tt1632722,2011,"Drama,Sport",5.4,249,playoff
tt1632724,2010,"Comedy,Drama",6.7,47,romeo and juliet in yiddish
tt1632726,2011,Documentary,7.1,106,the boy mir
tt1632728,2011,"Comedy,Drama",6.1,167,ufo in her eyes
tt1633159,2010,"Action,Crime,Drama",3.5,40,ada... a way of life
tt1633162,2010,Drama,6.2,29,if somebody loves you
tt1633170,2012,"Drama,Family,History",6.0,21,baztan
tt1633171,2010,Animation,6.2,6,bird idol
tt1633205,2010,"Documentary,Drama",6.2,16,ifakat: uçuruma yürüyen kadinlar
tt1633208,2010,Documentary,7.9,10,interno
tt1633212,2010,"Crime,Drama,Romance",3.0,358,kajraare
tt1633217,2017,"Comedy,Drama,Music",6.5,456,la melodie
tt1633224,2014,Drama,6.2,443,missing william
tt1633226,2010,"Action,Crime,Thriller",3.8,18,musaa: the most wanted
tt1633242,2010,Unknown,7.6,41,rock on
tt1633248,2010,Drama,5.7,56,the glass river
tt1633249,2010,Drama,5.0,27,street poet
tt1633250,2010,"Drama,Fantasy,Horror",4.1,16,swaha: life beyond superstition
tt1633267,2010,"Documentary,History,News",8.0,6,the very worst thing
tt1633281,2010,"Documentary,Drama",8.4,17,visa al paraíso
tt1633333,2010,"Documentary,Drama,Mystery",6.3,7,cluster
tt1633334,2010,"Documentary,Music",8.4,11,"coals to newcastle: the new mastersounds, from leeds to new orleans"
tt1633341,2010,"Action,Drama",6.8,20,dark crossing
tt1633356,2011,"Horror,Thriller",4.0,23190,shark night 3d
tt1633966,2012,"Comedy,Drama",7.5,50,betsy & leonard
tt1633989,2011,Documentary,5.8,516,dragonslayer
tt1634003,2013,"Adventure,Animation,Family",6.5,8197,underdogs
tt1634013,2010,"Adventure,Comedy,Drama",8.3,10502,montevideo: taste of a dream
tt1634022,2010,"Horror,Sci-Fi",4.9,406,the sylvian experiments
tt1634034,2010,Comedy,6.4,69,mother water
tt1634055,2013,"Comedy,Drama,War",5.4,386,a farewell to fools
tt1634058,2010,Horror,3.2,235,star vehicle
tt1634066,2010,"Drama,Mystery,Thriller",8.4,37,the cedar's tears
tt1634070,2010,Horror,4.8,48,the horror of the dolls
tt1634104,2010,Drama,5.2,5,37
tt1634107,2014,"Action,Thriller",6.1,7,burial ground
tt1634121,2011,"Fantasy,Horror,Thriller",5.4,19381,intruders
tt1634122,2011,"Action,Adventure,Comedy",6.3,110824,johnny english reborn
tt1634136,2011,"Action,Comedy,Crime",6.1,11248,violet & daisy
tt1634138,2011,Documentary,6.9,123,elevate
tt1634139,2013,"Documentary,History,Sport",7.6,48,soldiers of paint
tt1634140,2016,Thriller,6.4,11,the witching hour
tt1634141,2011,"Comedy,Horror",3.3,261,kill keith
tt1634275,2015,"Horror,Thriller",3.6,169,axe to grind
tt1634286,2012,"Comedy,Drama",5.3,996,grassroots
tt1634300,2010,"Drama,Romance",5.0,894,role/play
tt1634332,2010,"Comedy,Drama,Romance",7.1,124,johan1
tt1634334,2010,Drama,6.2,271,hands up
tt1634519,2010,"Documentary,Music",8.5,26,the black eyed peas: the e.n.d. world tour live
tt1634524,2010,"Drama,Romance",6.8,1378,jitters
tt1634540,2010,Documentary,8.4,5,rescue men: the story of the pea island lifesavers
tt1634554,2010,"Crime,Thriller",5.2,235,janakan
tt1634800,2010,"Fantasy,Horror,Musical",2.8,245,maximum shame
tt1634808,2012,"Documentary,Music",8.5,81,mongolian bling
tt1634833,2010,"Documentary,News",7.7,377,overdose
tt1634898,2011,Documentary,7.3,88,the big eden
tt1635429,2010,Drama,5.7,110,cherkess
tt1635437,2010,Comedy,7.0,11,dead end job
tt1635466,2010,Comedy,4.6,16,jay's movie is a piece of shit
tt1635657,2011,"Comedy,Drama,Fantasy",5.7,284,princess toyotomi
tt1635659,2011,"Comedy,Romance",5.8,691,what happens next
tt1636422,2010,Unknown,6.6,65,before
tt1636423,2010,Documentary,6.5,6,apuntes para una biografía imaginaria
tt1636434,2010,Documentary,7.7,19,"buen día, día"
tt1636440,2010,Documentary,6.7,13,centro
tt1636441,2010,Romance,6.1,67,five
tt1636452,2010,Documentary,6.3,13,dubai: a city of dreams
tt1636454,2010,Documentary,7.8,66,the peddler
tt1636456,2010,Unknown,5.5,22,the intern
tt1636457,2010,Unknown,6.2,5,el perseguido
tt1636458,2010,Documentary,4.7,6,el predio
tt1636459,2010,Documentary,7.8,389,el rati horror show
tt1636539,2011,"Comedy,Romance",6.1,1615,love birds
tt1636631,2010,Drama,7.1,10,the tenement ghost
tt1636727,2010,Comedy,5.6,31,amélie au pays des bodin's
tt1636758,2010,Drama,5.9,14,des rêves pour l'hiver
tt1636780,2010,"Action,Animation,Comedy",7.5,1031,gintama: the movie
tt1636784,2010,Unknown,6.9,19,hacerme feriante
tt1636790,2010,Documentary,6.6,18,invernadero
tt1636813,2010,Unknown,6.5,51,what i love the most
tt1636815,2010,"Action,Adventure,Animation",7.0,1109,detective conan: the lost ship in the sky
tt1636826,2012,Comedy,6.7,177782,project x
tt1636833,2010,Drama,6.2,843,black and white
tt1636836,2010,"Drama,Thriller",5.2,338,takiye: allah yolunda
tt1636842,2010,Drama,6.0,107,virsa
tt1636844,2011,"Drama,Family,Sport",6.9,2987,will
tt1636846,2010,Drama,6.9,8,yoshido (les autres vies)
tt1636849,2010,Documentary,6.3,965,chasing madoff
tt1637612,2012,Documentary,7.3,120,an affair of the heart
tt1637656,2012,Drama,4.6,282,strawberry fields
tt1637660,2012,Drama,5.9,121,inheritance
tt1637662,2010,Drama,7.5,17,the whisper home
tt1637674,2010,Sci-Fi,4.2,37,alien vengeance ii: rogue element
tt1637675,2010,Comedy,3.9,31,alta infedeltà
tt1637679,2010,Comedy,6.3,119,petty letters and love crimes
tt1637681,2010,Drama,6.8,267,flowers
tt1637687,2010,Drama,5.9,672,i want to be a soldier
tt1637688,2011,"Action,Crime,Drama",6.7,346077,in time
tt1637691,2010,"Action,Drama,History",5.9,1122,khelein hum jee jaan sey
tt1637692,2010,"Adventure,Drama,Music",5.0,12,kuchh kariye
tt1637693,2010,Unknown,4.5,11,los actos cotidianos
tt1637694,2010,Drama,6.6,88,the lips
tt1637697,2010,Documentary,7.7,12,make no little plans: daniel burnham and the american city
tt1637699,2011,Drama,6.1,51,maledimiele
tt1637702,2010,Documentary,7.0,90,metropolis refundada
tt1637706,2011,"Comedy,Drama",6.4,80738,our idiot brother
tt1637709,2010,"Drama,Horror,Romance",3.9,191,the death i dreamed of
tt1637712,2010,Horror,4.4,274,pig
tt1637714,2010,Drama,5.0,11,santuaryo
tt1637718,2011,Drama,6.2,10,society kaam se gayi
tt1637723,2010,Drama,6.7,14,the saint family
tt1637725,2012,"Comedy,Fantasy",6.9,538367,ted
tt1637735,2010,Documentary,8.5,25,viva! saint agrippina
tt1637990,2012,"Drama,Thriller",6.3,46,o gorila
tt1637995,2010,"Action,Drama",6.9,447,sambo siva sambho
tt1638000,2010,Documentary,9.1,138,"u redu, pobedio sam"
tt1638002,2014,"Comedy,Romance",7.2,104983,"love, rosie"
tt1638267,2010,"Comedy,Family",4.0,52,bølle bob - alle tiders helt
tt1638274,2010,Romance,8.6,18,kismet
tt1638275,2010,Family,4.2,140,klara - don't be afraid to follow your dream
tt1638277,2012,"Drama,Fantasy,Music",6.0,719,mars et avril
tt1638308,2013,Family,6.4,145,a fish story
tt1638310,2013,Documentary,7.8,5,awake zion
tt1638321,2010,"Drama,Family",5.6,33,ocio
tt1638327,2010,Documentary,7.8,38,"liniers, el trazo simple de las cosas"
tt1638328,2011,"Comedy,Romance",6.1,4264,love lasts three years
tt1638336,2010,Documentary,6.4,7,"octubre pilagá, relatos sobre el silencio"
tt1638350,2011,Comedy,6.4,1863,skylab
tt1638353,2012,"Drama,War",7.1,4115,the patience stone
tt1638355,2015,"Action,Adventure,Comedy",7.3,240606,the man from u.n.c.l.e.
tt1638356,2011,Documentary,7.2,21,the power of two
tt1638362,2010,Documentary,7.4,2097,client 9: the rise and fall of eliot spitzer
tt1638364,2013,"Biography,Documentary,Sport",7.3,6850,the armstrong lie
tt1638898,2012,"Comedy,Romance",5.8,517,love or whatever
tt1638943,2010,"Documentary,News",8.6,222,what if cannabis cured cancer
tt1638967,2010,Documentary,7.5,17,water on the table
tt1638979,2010,"Biography,Documentary,History",7.4,302,"hey, boo: harper lee and 'to kill a mockingbird'"
tt1639075,2010,"Drama,Thriller",7.0,740,no return
tt1639077,2010,Drama,6.0,106,little baby jesus of flandr
tt1639080,2010,"Crime,Drama,Thriller",6.0,202,locked away
tt1639081,2013,Drama,6.4,29,"the banksters, madoff with america"
tt1639082,2010,"Action,Adventure,Family",4.7,118,mandie and the cherokee treasure
tt1639083,2010,Documentary,8.9,7,somewhere near tapachula
tt1639084,2016,"Comedy,Drama,Romance",6.7,15075,tallulah
tt1639086,2011,Drama,6.4,50,the encore of tony duran
tt1639089,2010,"Biography,Documentary,Sport",7.4,11,the westsiders
tt1639093,2012,Comedy,5.6,1634,russendisko
tt1639312,2010,Action,6.6,26,24 hrs
tt1639361,2010,Thriller,7.0,36,borrar de la memoria
tt1639397,2013,"Comedy,Drama",6.2,354,once upon a time in queens
tt1639403,2010,Comedy,4.5,22,monster cruise
tt1639426,2010,Drama,8.2,38827,udaan
tt1639427,2011,Drama,6.3,137,my back pages
tt1639457,2010,"Action,Adventure",5.6,11,indiana jones und der speer des schicksals
tt1639822,2010,"Comedy,Romance",5.3,74,color me love
tt1639826,2013,"Adventure,Animation,Family",6.0,5239,justin and the knights of valour
tt1639841,2010,Horror,6.3,7,needles
tt1639857,2010,"Drama,Family",6.4,16,perdida mente
tt1639859,2010,Drama,7.5,15,piece of mind
tt1639863,2010,Documentary,9.2,8,poor no more
tt1639864,2010,"Drama,Horror,Thriller",6.5,12,pretty ugly
tt1639901,2010,Drama,6.7,1370,a screaming man
tt1640111,2010,Drama,6.0,288,secret love
tt1640116,2011,"Comedy,Drama,Family",4.7,931,christmas with a capital c
tt1640123,2010,Documentary,6.1,24,familia
tt1640130,2010,"Action,Comedy",6.3,58,henry
tt1640186,2010,Comedy,5.1,215,sweaty beards
tt1640193,2010,"Action,Horror,Sci-Fi",5.8,76,toxic lullaby
tt1640196,2010,Comedy,4.3,19,vamps in the city
tt1640198,2010,Drama,7.0,46,lost years
tt1640202,2010,Comedy,4.3,3706,çok filim hareketler bunlar
tt1640218,2012,"Horror,Mystery,Sci-Fi",5.1,4272,evidence
tt1640219,2012,"Horror,Thriller",2.8,114,locked in a room
tt1640220,2010,Horror,2.2,370,mr. hush
tt1640224,2011,"Fantasy,History,Romance",7.9,33,song of king solomon
tt1640227,2011,"Documentary,Sport",8.7,71,challenging impossibility
tt1640401,2010,Comedy,7.2,6,andartu terlampau... 21 hari mencari suami
tt1640402,2010,"Action,Drama,Romance",6.9,9,belukar
tt1640408,2010,"Action,Horror",5.8,6,blood island
tt1640445,2011,Comedy,7.9,22,do it in post
tt1640459,2011,"Action,Comedy,Horror",6.1,41633,hobo with a shotgun
tt1640460,2010,Comedy,6.8,5,hooperz
tt1640483,2014,"Comedy,Drama",5.5,496,angels in stardust
tt1640484,2011,"Comedy,Drama",5.7,9089,jumping the broom
tt1640486,2011,"Crime,Drama",4.6,1566,inside out
tt1640515,2010,Comedy,3.9,8,lu pikirlah sendiri
tt1640548,2011,"Crime,Drama",5.8,22094,rampart
tt1640569,2010,Horror,5.4,222,the super
tt1640570,2011,Drama,3.3,205,the wayshower
tt1640605,2017,"Horror,Thriller",2.7,109,scary story slumber party
tt1640617,2010,Action,5.0,39,v3: road bully
tt1640644,2010,"Drama,Horror,Thriller",3.0,143,farm
tt1640674,2010,"Drama,Music,Romance",7.8,39,lost journey
tt1640680,2010,"Documentary,War",7.5,8906,armadillo
tt1640711,2011,"Comedy,Romance",5.7,12069,a few best men
tt1640714,2010,"Drama,Family",6.1,662,the christmas bunny
tt1640718,2014,"Animation,Drama",7.1,3706,the prophet
tt1641242,2010,Documentary,7.2,60,absent
tt1641244,2011,Drama,6.0,51,conduct unbecoming
tt1641252,2012,Drama,5.3,603,the hot potato
tt1641253,2011,Action,6.1,159,the wereth eleven
tt1641385,2011,"Drama,Thriller",5.7,3101,96 minutes
tt1641388,2011,Thriller,4.4,740,below zero
tt1641390,2010,Sport,6.4,247,blue moon rising
tt1641397,2010,"Drama,Romance,War",7.1,195,postcard
tt1641398,2010,"Animation,Family",3.0,42,little gobie
tt1641400,2010,Drama,6.5,295,majesty
tt1641401,2013,"Drama,Family",6.0,990,louder than words
tt1641410,2011,Drama,6.8,2798,terraferma
tt1641619,2010,Documentary,7.3,105,108
tt1641624,2011,"Comedy,Drama",5.8,1811,my piece of the pie
tt1641633,2010,Horror,3.2,221,slaughtered
tt1641638,2010,"Action,Biography,Drama",7.1,29529,the legend is born: ip man
tt1641640,2014,"Comedy,Horror,Sci-Fi",3.9,108,the oatmeal man
tt1641808,2010,"Documentary,Music",8.9,241,bruce springsteen and the e street band: london calling - live in hyde park
tt1641810,2011,Documentary,7.7,69,an angel in doel
tt1641824,2010,"Comedy,Mystery,Thriller",8.0,80,prokletstvo krumpira
tt1641829,2011,"Comedy,Crime,Thriller",6.5,20,the briefcase
tt1641833,2010,"Comedy,Drama",8.3,45,national theatre live: the habit of art
tt1641841,2014,"Action,Crime,Thriller",5.7,6942,skin trade
tt1641917,2010,"Biography,Documentary,Music",9.1,19,all i ever wanted: the airborne toxic event live from walt disney concert hall
tt1641964,2010,"Biography,Documentary",8.3,9,canvasman: the robbie ellis story
tt1641975,2012,"Drama,Horror,Thriller",5.5,6343,citadel
tt1642191,2011,Comedy,4.8,226,chez gino
tt1642193,2010,"Action,Comedy,Sci-Fi",4.6,240,death kappa
tt1642194,2011,"Drama,Horror,Mystery",4.4,512,behind the walls
tt1642248,2016,Horror,5.6,64,killer ink
tt1642252,2010,"Action,Comedy,Horror",4.4,1198,the big tits dragon
tt1642261,2011,Drama,6.4,478,lena
tt1642266,2010,Drama,5.5,172,little sparrows
tt1642268,2011,Documentary,9.2,5,living with the tiger
tt1642274,2012,Unknown,5.7,17,orson west
tt1642276,2010,"Biography,Documentary",7.0,5,"ricardo becher, the final stage"
tt1642280,2010,Documentary,6.0,14,it's us
tt1642613,2011,"Drama,Family",5.5,19,the sky has four corners
tt1642634,2010,Comedy,6.9,10,pendong
tt1642665,2011,"Horror,Thriller",5.2,2548,the depraved
tt1642669,2012,"Comedy,Horror,Sci-Fi",4.8,132,zombies from outer space
tt1643222,2011,"Horror,Sci-Fi,Thriller",5.9,11261,hell
tt1643223,2011,"Drama,Romance,Thriller",4.4,17,a happy ending
tt1643224,2010,"Comedy,Drama",3.0,44,admissions open
tt1643227,2010,"Musical,Romance",6.9,9,channa sachi muchi
tt1643229,2010,Action,5.8,18,don
tt1643239,2014,"Action,Crime,Romance",7.1,52,the goa run
tt1643241,2010,Documentary,8.3,23,remembering playland at the beach
tt1643242,2011,"Crime,Drama,Thriller",4.3,52,trapped in tradition: rivaaz
tt1643244,2010,Drama,5.9,17,secuestro y muerte
tt1644503,2011,Comedy,4.0,127,and they're off
tt1644577,2010,"Biography,Documentary",7.3,369,ganavim ba hok
tt1644580,2010,"Drama,Mystery,Thriller",7.4,79,gods of accident
tt1644600,2010,"Comedy,Drama,Romance",6.8,32,i like you
tt1644655,2011,"Action,Comedy",6.0,360,ninja kids!!!
tt1644669,2013,"Horror,Thriller",4.3,571,the levenger tapes
tt1644694,2010,"Animation,Drama",5.9,7,the gift
tt1645033,2019,"Horror,Thriller",4.0,6,secret in provence
tt1645035,2011,"Biography,Documentary,Drama",7.0,8,aka private
tt1645042,2010,"Comedy,Family,Fantasy",3.9,231,chihuahua: the movie
tt1645043,2010,Comedy,6.4,8,cholo comedy slam: stand up and lean back
tt1645048,2011,"Action,Sci-Fi",6.4,445,karate-robo zaborgar
tt1645054,2013,"Drama,Mystery",5.5,335,doonby
tt1645074,2011,Thriller,4.2,619,four
tt1645078,2010,"Comedy,Horror",6.9,41,hellphone
tt1645080,2011,"Drama,Romance",6.6,53682,the art of getting by
tt1645089,2010,"Crime,Documentary",8.3,65304,inside job
tt1645095,2010,Drama,7.8,12,kimi ni love song wo
tt1645109,2011,Drama,6.5,40,maria my love
tt1645115,2010,Documentary,5.6,9,"naica, viaje a la cueva de los cristales"
tt1645116,2011,Drama,5.7,63,the legacy of the sun
tt1645124,2010,Documentary,6.8,8,dreams in another language
tt1645126,2011,"Comedy,Horror,Romance",3.0,156,panman
tt1645129,2010,"Action,Animation,Sci-Fi",4.6,290,planzet
tt1645131,2013,"Drama,Romance",5.8,10253,romeo & juliet
tt1645134,2010,Drama,6.3,116,sandcastle
tt1645138,2010,"Crime,Thriller",4.2,14,lost love murder
tt1645141,2011,"Drama,Musical",5.8,148,sironia
tt1645155,2012,"Action,Thriller",6.1,27298,erased
tt1645157,2011,"Horror,Thriller",5.1,9,the infernal room
tt1645166,2010,Unknown,7.1,12,torino
tt1645170,2012,Comedy,6.4,250976,the dictator
tt1645174,2010,Documentary,8.2,5,vrindavana
tt1645184,2014,Horror,4.5,80,bloodless
tt1645185,2011,Comedy,7.8,9,scamelot
tt1645186,2011,Drama,5.4,280,the truth below
tt1645187,2011,Comedy,4.6,327,walk a mile in my pradas
tt1645754,2011,Comedy,7.3,47,get a job
tt1645756,2010,Documentary,8.4,26,god of war: unearthing the legend franchise documentary
tt1645769,2011,"Comedy,Drama",7.3,21,loveless
tt1645773,2010,"Adventure,Comedy,Documentary",8.8,24,mammalian
tt1645774,2010,"Drama,Sci-Fi,Thriller",2.6,368,i'm not jesus mommy
tt1645776,2010,Drama,7.5,80,red gloves
tt1645829,2010,"Drama,Romance",6.5,14,paname
tt1645830,2010,Comedy,2.5,183,paranormal calamity
tt1645849,2010,"Drama,Fantasy",5.9,35,primordial ties
tt1645852,2010,"Documentary,Drama",7.3,303,queen of the sun: what are the bees telling us?
tt1645854,2010,Drama,7.8,8,railed up and wrecked
tt1645884,2010,"Documentary,Family",8.2,23,shall i?
tt1645916,2014,"Comedy,Romance",5.8,1462,standby
tt1645934,2010,"Drama,Family,History",3.8,10,sybil ludington
tt1646103,2010,"Documentary,History",7.0,472,i wish i knew
tt1646111,2010,Drama,7.1,1243,"life, above all"
tt1646114,2010,"Adventure,Drama",6.9,2013,my joy
tt1646118,2010,Drama,6.4,494,october
tt1646121,2010,Drama,5.6,35,rebecca h. (return to the dogs)
tt1646123,2010,Drama,6.5,171,chongqing blues
tt1646127,2010,"Drama,Mystery,Thriller",6.4,971,lights out
tt1646131,2010,Drama,6.7,157,the painting sellers
tt1646141,2010,"Comedy,Drama,Music",8.0,10,freaks nerds & romantics
tt1646155,2010,"Comedy,Drama",5.3,6,the parking place
tt1646163,2012,"Fantasy,Romance",7.1,7,the yakuza and the mermaid
tt1646164,2010,"Comedy,Crime,Drama",5.6,8,those people
tt1646208,2010,"Music,Romance",1.8,183,hiphop express
tt1646212,2013,"Action,Drama,Thriller",5.0,903,deep dark canyon
tt1646214,2010,"Comedy,Romance",5.8,572,love in disguise
tt1646217,2010,Drama,4.5,174,mr. singh/mrs. mehta
tt1646221,2010,"Action,Drama",6.7,721,outbound
tt1646225,2011,Drama,7.1,182,shouting secrets
tt1646232,2010,Documentary,6.8,260,the ultimate wave tahiti
tt1646237,2011,Drama,6.2,84,voyez comme ils dansent
tt1646898,2011,"Biography,Documentary",7.3,216,fix: the ministry movie
tt1646922,2011,Drama,5.5,601,man on the train
tt1646926,2010,"Adventure,Animation,Comedy",5.2,8833,open season 3
tt1646938,2010,Documentary,7.5,232,surviving hitler: a love story
tt1646956,2010,"Comedy,Crime,Drama",6.7,232,"5 x favela, now by ourselves"
tt1646957,2010,Drama,5.3,83,the joy
tt1646958,2010,"Biography,Documentary,History",7.7,1290,the autobiography of nicolae ceausescu
tt1646959,2010,"Drama,Horror,Thriller",7.3,11554,bedevilled
tt1646961,2010,Thriller,7.7,73,booley
tt1646962,2010,Drama,6.2,280,chantrapas
tt1646963,2010,Documentary,6.9,197,cleveland vs. wall street
tt1646967,2011,"Adventure,Documentary,Sport",8.3,7288,the art of flight
