id,production_budget,domestic_gross,worldwide_gross,year,title_new
62,50000000,31874869,56643267,2002,murder by numbers
63,50000000,30306268,83306268,1995,assassins
64,50000000,28848693,55348693,2016,zoolander 2
65,50000000,28644813,52987754,2009,defiance
66,50000000,27669725,80583311,2007,hannibal rising
67,50000000,27100030,27100030,1999,the story of us
68,50000000,26623701,64477051,2013,the host
69,50000000,26599248,42598498,2003,basic
70,50000000,26461644,66961644,2015,run all night
71,50000000,26199517,26199517,2002,blood work
72,50000000,25450527,53850527,2009,the international
73,50000000,25426861,25426861,1996,escape from l.a.
74,50000000,25195050,40119848,2004,twisted
75,50000000,24006726,34806726,2004,the life aquatic with steve zissou
76,50000000,23159305,31333917,1999,the iron giant
77,50000000,21903748,40725492,2019,hellboy
78,50000000,21596445,26121638,2011,your highness
79,50000000,21587519,35380918,2016,snowden
80,50000000,21302340,41642166,2011,dream house
81,50000000,20810036,23237252,2016,free state of jones
82,50000000,20534907,42002029,2009,gamer
83,50000000,19699706,22099706,2005,man of the house
84,50000000,19694635,28920188,2003,the life of david gale
85,50000000,19452138,60282876,2013,beautiful creatures
86,50000000,18782227,41982227,2005,into the blue
87,50000000,17181265,56077088,2007,eastern promises
88,50000000,16581575,16581575,1994,baby's day out
89,50000000,14271297,14271297,1999,the messenger: the story of joan of arc
90,50000000,11497497,26097497,1995,fair game
91,50000000,10721033,41042583,2011,drive angry
92,50000000,10561038,10561038,1997,mad city
93,50000000,10359006,10359006,1995,the scarlet letter
94,50000000,10169202,23574057,2005,domino
95,50000000,9812870,9812870,1995,jade
96,50000000,8742261,12660287,2009,street fighter: the legend of chun-li
97,50000000,8355815,8374062,2002,death to smoochy
98,50000000,8267544,45285890,2018,early man
99,50000000,8017467,37472651,2009,the boat that rocked
100,50000000,6471394,6626115,2004,the big bounce
1,50000000,6291602,6291602,2000,what planet are you from?
2,50000000,1224330,8004221,2015,child 44
3,50000000,166003,1250617,2009,outlander
4,50000000,102118,26387039,2013,upside down
5,50000000,46425,15505922,2015,shanghai
6,50000000,0,0,2020,hannibal the conqueror
7,50000000,0,0,2019,arctic dogs
8,50000000,0,0,2019,the rhythm section
9,49800000,0,0,2019,ad astra
10,49000000,43905746,72689126,2001,the one
11,49000000,31569268,105002056,2015,chappie
12,49000000,20423389,20423389,1990,the adventures of ford fairlane
13,49000000,12816367,71004627,2012,anna karenina
14,48000000,197171806,474171806,1989,indiana jones and the last crusade
15,48000000,129094024,248218486,2002,the ring
16,48000000,124107476,208300000,2000,traffic
17,48000000,95308367,196308367,2002,panic room
18,48000000,89256424,327656424,2015,taken 3
19,48000000,69304264,124304264,1999,the thomas crown affair
20,48000000,67363237,119736188,2018,instant family
21,48000000,66488090,151463090,1999,the bone collector
22,48000000,60652036,107752036,1999,three kings
23,48000000,60022256,112610386,2010,tooth fairy
24,48000000,56607223,86607223,2001,rat race
25,48000000,53606916,71171825,2007,3:10 to yuma
26,48000000,50315140,50315140,2001,k-pax
27,48000000,47095453,70937778,2001,kate and leopold
28,48000000,37879996,90376224,2000,bedazzled
29,48000000,37562568,77562568,1998,out of sight
30,48000000,25928721,25928721,1984,the cotton club
31,47500000,42754105,112214531,2008,rambo
32,47500000,15436808,20718104,2016,the infiltrator
33,47000000,103738726,162738726,1990,dick tracy
34,47000000,100546139,203127894,2016,arrival
35,47000000,60240295,102825796,1996,the cable guy
36,47000000,32011576,116773317,2009,earth
37,47000000,29781453,29781453,2001,riding in cars with boys
38,47000000,15849032,37923818,2007,happily n'ever after
39,47000000,14970038,14970038,2002,solaris
40,47000000,10547117,11022696,2010,jonah hex
41,47000000,5707094,12900000,1996,mary reilly
42,46500000,7100177,23726626,2016,silence
43,46500000,3622,22254,2013,mr. nobody
44,46000000,126813153,298923419,1997,my best friend's wedding
45,46000000,93607673,160648493,2001,america's sweethearts
46,46000000,92027888,150000000,1996,star trek: first contact
47,46000000,67263182,113622499,2002,insomnia
48,46000000,61002302,113402302,2013,prisoners
49,46000000,59003384,100833145,1996,courage under fire
50,46000000,4408636,4408636,1982,inchon
51,45500000,347136,36180824,2010,arthur and the war of two worlds
52,45000000,181410615,302710615,1997,liar liar
53,45000000,162798565,363095319,1998,a bug's life
54,45000000,139854287,377807404,2012,taken 2
55,45000000,130531208,358500000,1994,the flintstones
56,45000000,110000082,155200000,2003,scary movie 3
57,45000000,106807667,213420951,2000,miss congeniality
58,45000000,104897530,185736412,2017,pitch perfect 3
59,45000000,101704370,243180937,2008,journey to the center of the earth
60,45000000,100768056,187995859,1993,the pelican brief
61,45000000,95149435,122071435,2004,the princess diaries 2: royal engagement
62,45000000,93466502,174807445,2007,the bucket list
63,45000000,92115211,117615211,1994,the client
64,45000000,88625922,160971922,2011,the muppets
65,45000000,83287363,178100000,1992,patriot games
66,45000000,82931301,155931301,2005,monster-in-law
67,45000000,76261036,104505362,2001,training day
68,45000000,75395035,174278214,2016,the girl on the train
69,45000000,71423726,90523726,1999,galaxy quest
70,45000000,71277420,141189101,2001,scary movie 2
71,45000000,70141876,131237688,1998,blade
72,45000000,67264877,76665507,2005,coach carter
73,45000000,67061228,135808837,2010,the bounty hunter
74,45000000,66790248,66790248,2002,changing lanes
75,45000000,65598907,136998907,1997,anaconda
76,45000000,62318875,113417762,2006,underworld: evolution
77,45000000,60786269,113916474,2000,coyote ugly
78,45000000,59472278,248505300,2003,love actually
79,45000000,58617334,58617334,1996,jack
80,45000000,57362581,57362581,1994,the specialist
81,45000000,54767494,91323299,2016,office christmas party
82,45000000,53854588,75854588,1996,tin cup
83,45000000,53359917,72359917,2005,"yours, mine and ours"
84,45000000,52842724,55842724,2005,kicking and screaming
85,45000000,51019112,102746214,2005,the hitchhiker's guide to the galaxy
86,45000000,50648679,149871103,2007,resident evil: extinction
87,45000000,48114556,48563556,2004,fat albert
88,45000000,47323100,82513490,2012,savages
89,45000000,46815000,94215000,1994,the river wild
90,45000000,46290741,127990741,2014,blended
91,45000000,44922302,54876855,2017,all eyez on me
92,45000000,38399961,43343247,2006,last holiday
93,45000000,36895141,65595141,2006,16 blocks
94,45000000,35627222,35627222,1995,the indian in the cupboard
95,45000000,32003620,61475984,2004,cellular
96,45000000,28142535,49610898,2006,the ant bully
97,45000000,28013509,163126676,2003,johnny english
98,45000000,27447471,27447471,1984,dune
99,45000000,25200412,59551283,2009,aliens in the attic
100,45000000,24343673,29367143,2007,across the universe
1,45000000,22951340,79604820,2008,revolutionary road
2,45000000,22532572,70216497,2008,babylon a.d.
3,45000000,22006296,112006296,1994,frankenstein
4,45000000,20404841,36404841,1996,the glimmer man
5,45000000,20133326,20133326,1996,multiplicity
6,45000000,19894664,24644664,2019,uglydolls
7,45000000,19719930,29406132,2001,the pledge
8,45000000,19398532,32952995,2005,the producers: the movie musical
9,45000000,17220599,17220599,1996,the phantom
10,45000000,16809014,17492014,2005,rebound
11,45000000,15541549,65532491,2010,the ghost writer
12,45000000,15527125,18120267,2000,all the pretty horses
13,45000000,15298133,46598133,2008,bangkok dangerous
14,45000000,13668249,34668249,1995,nixon
15,45000000,13414714,41467606,2012,dredd
16,45000000,13109815,21544732,2011,the rum diary
17,45000000,11203026,11203026,1998,deep rising
18,45000000,10763520,12874922,2018,welcome to marwen
19,45000000,8406711,164640401,2011,johnny english reborn
20,45000000,7916887,9676497,2008,miracle at st. anna
21,45000000,7262288,8488871,2002,big trouble
22,45000000,6566773,76904429,2006,man cheng jin dai huang jin jia
23,45000000,4617608,31077418,2007,love in the time of cholera
24,45000000,3681811,31681811,2002,pinocchio
25,45000000,2154540,2154540,1997,shadow conspiracy
26,45000000,0,73706,2012,foodfight!
27,44500000,136025503,227140757,2012,argo
28,44000000,183875760,353715317,1993,the fugitive
29,44000000,150415432,300400000,1985,rambo: first blood part ii
30,44000000,53300852,165600852,1996,sleepers
31,44000000,31206263,48478084,2010,charlie st. cloud
32,44000000,22730924,22730924,1996,the juror
33,44000000,6105175,12342632,2014,the interview
34,44000000,3484331,3484523,1980,heaven's gate
35,43000000,159581587,229727774,2013,the heat
36,43000000,51768623,80013623,2000,finding forrester
37,43000000,37035515,62063972,2000,28 days
38,43000000,24537621,49037621,2005,danny the dog
39,43000000,24430272,63078756,2002,the sweetest thing
40,43000000,14828555,34983342,2018,the girl in the spiderâs web
41,43000000,3740823,46414530,2017,a monster calls
42,42500000,29121498,76347393,2011,the mechanic
43,42000000,158340892,270340892,1993,the firm
44,42000000,138447667,202812429,2012,21 jump street
45,42000000,116089678,363728085,1999,notting hill
46,42000000,106793915,227793915,2000,chicken run
47,42000000,88073507,173044410,2004,along came polly
48,42000000,70052444,131052444,1992,boomerang
49,42000000,60054530,138708527,2009,brã¼no
50,42000000,57000000,71000000,1963,cleopatra
51,42000000,45852178,57852177,2017,snatched
52,42000000,45290318,73239258,2012,here comes the boom
53,42000000,41543207,63781100,2002,high crimes
54,42000000,41267469,41267469,1996,the mirror has two faces
55,42000000,37662162,91678442,2011,red riding hood
56,42000000,35228696,56438555,2002,the mothman prophecies
57,42000000,34667015,156167015,1989,licence to kill
58,42000000,30568743,41926605,2018,holmes & watson
59,42000000,26414527,36197221,2012,one for the money
60,42000000,24375436,56331864,2001,15 minutes
61,42000000,24149632,60437727,2005,lord of war
62,42000000,20844907,20844907,1993,super mario bros.
63,42000000,19487173,66787173,1992,hero
64,42000000,18620000,49621440,2012,man on a ledge
65,42000000,5666340,8514325,2010,the warrior's way
66,42000000,4408420,4408420,1997,mchale's navy
67,42000000,1259693,11756922,2010,micmacs
68,42000000,0,83833602,2006,les bronzã©s 3: amis pour la vie
69,42000000,0,15451663,2015,pourquoi j'ai pas mangã© mon pã¨re
70,41000000,116724075,245768384,2002,8 mile
71,41000000,57342725,108642725,2019,rocketman
72,41000000,56083966,100622586,2001,a knightâs tale
73,41000000,22108977,22108977,2003,the medallion
74,41000000,7204138,7684524,2011,the big year
75,40000000,293506292,672806292,1999,the sixth sense
76,40000000,209218368,283218368,2005,wedding crashers
77,40000000,176591618,351774938,2010,the karate kid
78,40000000,166167230,570998101,2015,fifty shades of grey
79,40000000,163958031,314709717,2009,the proposal
80,40000000,150117807,257878294,2013,american hustle
81,40000000,141744320,256498033,2019,john wick: chapter 3 â parabellum
82,40000000,138614544,190212113,2003,cheaper by the dozen
83,40000000,126573960,457507776,2014,lucy
84,40000000,125095601,149804632,2013,lone survivor
85,40000000,118450002,332000000,1989,back to the future part ii
86,40000000,116735231,177835231,1999,double jeopardy
87,40000000,111760631,167851995,2003,spy kids 3-d: game over
88,40000000,108766007,152266007,1996,a time to kill
89,40000000,107533925,132440066,1992,a league of their own
90,40000000,102470008,311262102,2016,the conjuring 2: the enfield poltergeist
91,40000000,96962694,224922135,2010,the social network
92,40000000,94125426,126646119,2009,julie & julia
93,40000000,93953653,181053657,2009,he's just not that into you
94,40000000,92029184,171350009,2017,john wick: chapter two
95,40000000,90862685,124827316,2016,ride along 2
96,40000000,90710620,178710620,2006,scary movie 4
97,40000000,90411453,106511453,2015,get hard
98,40000000,89138076,161838076,2000,scream 3
99,40000000,88055283,244088654,1990,back to the future part iii
100,40000000,86260045,152962083,2016,the accountant
1,40000000,86208010,156553592,2014,dumb and dumber to
2,40000000,83911193,195111193,2014,the other woman
3,40000000,82522790,215862692,1992,bram stoker's dracula
4,40000000,81612565,120455994,2006,eight below
5,40000000,81292135,128792135,1999,the talented mr. ripley
6,40000000,75764672,197115710,2015,the intern
7,40000000,75505856,75505856,1992,the last of the mohicans
8,40000000,75305995,124823094,2004,ray
9,40000000,74103820,158527918,2005,sin city
10,40000000,72313754,162498338,2015,bridge of spies
11,40000000,72266306,150886329,2008,vantage point
12,40000000,72013010,92302502,2009,"i love you, man"
13,40000000,70836296,70836296,2001,shallow hal
14,40000000,70405498,205400000,1991,jfk
15,40000000,70165972,137047376,2006,big momma's house 2
16,40000000,68549695,126331750,2018,the house with a clock in its walls
17,40000000,67209615,168904682,2016,hacksaw ridge
18,40000000,66808615,145238250,2001,the mexican
19,40000000,66477700,187384627,2009,the final destination
20,40000000,64167069,139474906,2009,17 again
21,40000000,63686397,136123083,2011,unknown
22,40000000,61153526,91455875,2010,get him to the greek
23,40000000,59588068,141484812,2003,gothika
24,40000000,58855732,58855732,2001,behind enemy lines
25,40000000,58009200,87145086,2011,the lincoln lawyer
26,40000000,57887882,118097882,2004,shall we dance?
27,40000000,57806952,58501127,2006,invincible
28,40000000,57012977,74156610,2013,escape from planet earth
29,40000000,55143823,71743823,1998,small soldiers
30,40000000,54979992,87949859,1997,spawn
31,40000000,54445357,105945357,2014,horrible bosses 2
32,40000000,54228104,75389090,2002,the count of monte cristo
33,40000000,53089891,104407366,2006,the prestige
34,40000000,52330111,114830111,2006,the lake house
35,40000000,52000688,127234389,2010,predators
36,40000000,51853450,55249159,2012,the odd life of timothy green
37,40000000,51185000,191200000,1987,the living daylights
38,40000000,50866635,121032272,2006,apocalypto
39,40000000,50572589,146196885,2007,music and lyrics
40,40000000,49851591,49851591,1986,legal eagles
41,40000000,47958031,92111551,2004,secret window
42,40000000,47907715,92256918,2005,the skeleton key
43,40000000,47047013,65282732,2014,jersey boys
44,40000000,46012734,106548738,2008,made of honor
45,40000000,45916769,45916769,1997,the rainmaker
46,40000000,44948240,44948240,1992,medicine man
47,40000000,44212592,58250151,1997,amistad
48,40000000,42720965,86778557,2014,a million ways to die in the west
49,40000000,42587643,155011165,2011,final destination 5
50,40000000,42402632,73866088,2018,widows
51,40000000,42071069,50071069,2005,fever pitch
52,40000000,41797066,128884494,2007,aliens vs. predator - requiem
53,40000000,40412817,103429755,2007,the water horse: legend of the deep
54,40000000,38543473,126069509,2014,sex tape
55,40000000,38180928,95989590,2011,scream 4
56,40000000,38087756,38087756,1994,ri¢hie ri¢h
57,40000000,37752931,90717684,2000,autumn in new york
58,40000000,37412945,101162106,2011,paul
59,40000000,37134215,41294674,2012,the guilt trip
60,40000000,36665854,72295262,2011,colombiana
61,40000000,36443442,96398826,1999,8mm
62,40000000,36343858,101985431,2018,the commuter
63,40000000,36037909,51867723,2000,hanging up
64,40000000,34416893,34416893,1991,the doors
65,40000000,33864342,53864342,1999,mickey blue eyes
66,40000000,33508922,55696705,2000,pay it forward
67,40000000,33035397,47787943,2011,arthur
68,40000000,32862104,49686263,2008,drillbit taylor
69,40000000,31886361,52837989,2016,patriots day
70,40000000,31847881,55247881,2011,extremely loud and incredibly close
71,40000000,31835600,31835600,1994,the shadow
72,40000000,31715062,107235592,2008,transporter 3
73,40000000,31011732,59795070,2010,morning glory
74,40000000,30981850,46666955,2005,get rich or die tryin'
75,40000000,30202860,43711031,2019,long shot
76,40000000,30199105,30199105,2000,the art of war
77,40000000,29807260,69807260,2013,grudge match
78,40000000,29374178,40435694,2000,bless the child
79,40000000,29077547,31670620,2005,rent
80,40000000,28544120,28544120,1999,the out-of-towners
81,40000000,28370522,57438389,2017,the nut job 2: nutty by nature
82,40000000,27682712,27682712,1996,the island of dr. moreau
83,40000000,27053815,27053815,2001,the musketeer
84,40000000,26844692,314101190,2017,resident evil: the final chapter
85,40000000,26814957,78269970,2008,the other boleyn girl
86,40000000,25584504,31192425,2017,the house
87,40000000,25288103,65754228,2001,sweet november
88,40000000,25126214,62226214,2007,the reaping
89,40000000,24827228,91126600,2011,season of the witch
90,40000000,24172899,24172899,1994,renaissance man
91,40000000,22772500,38172500,1998,quest for camelot
92,40000000,22433915,22433915,2002,city by the sea
93,40000000,22365133,22365133,1999,at first sight
94,40000000,21218403,109738840,2016,mechanic: resurrection
95,40000000,21176322,46176322,2004,torque
96,40000000,21002919,47083412,2009,fantastic mr. fox
97,40000000,20350754,37750754,1995,showgirls
98,40000000,20278055,20278055,1996,city hall
99,40000000,20157300,25268680,2012,big miracle
100,40000000,19019882,169590606,2012,the impossible
1,40000000,18450127,20790486,2012,a thousand words
2,40000000,15962471,60862471,2006,marie antoinette
3,40000000,14967182,19417182,2000,get carter
4,40000000,14942422,14942422,1995,kiss of death
5,40000000,14448589,14448589,2002,"life, or something like it"
6,40000000,14375181,14375181,1987,ishtar
7,40000000,14358033,14358033,1992,memoirs of an invisible man
8,40000000,14279575,19756077,2009,amelia
9,40000000,14046595,39753957,2009,cirque du freak: the vampire's assistant
10,40000000,14018364,21215882,2004,new york minute
11,40000000,13508635,13508635,1999,the deep end of the ocean
12,40000000,13395939,35195939,2004,alfie
13,40000000,13208023,13208023,2002,feardotcom
14,40000000,12082391,12345883,2008,soul men
15,40000000,10664749,18594227,2015,the gunman
16,40000000,10447421,10717421,1999,universal soldier ii: the return
17,40000000,10330853,17033431,2009,pandorum
18,40000000,9652000,10070651,2003,duplex
19,40000000,7388654,16340767,2013,paranoia
20,40000000,7000000,7000000,1980,raise the titanic
21,40000000,6738000,26736665,2015,baahubali: the beginning
22,40000000,6115824,30963684,2018,the hurricane heist
23,40000000,6114237,7974607,2002,impostor
24,40000000,5775076,31124367,2015,victor frankenstein
25,40000000,4835968,12624471,2002,extreme ops
26,40000000,4777007,16172200,2001,just visiting
27,40000000,4563029,88069880,2014,snowpiercer
28,40000000,3688560,32030610,2007,sunshine
29,40000000,2816518,14938149,1994,the hudsucker proxy
30,40000000,1738477,30230402,2016,billy lynnâs long halftime walk
31,40000000,1641825,6341825,1986,pirates
32,40000000,915840,915840,2008,delgo
33,40000000,876671,7729552,2007,the hunting party
34,40000000,659210,20722450,2006,alex rider: operation stormbreaker
35,40000000,627047,119627047,2009,red cliff
36,40000000,463730,463730,2004,the last shot
37,40000000,79123,79123,2007,nomad
38,40000000,0,27000381,2013,un monstre ã paris
39,40000000,0,4212799,2019,kursk
40,40000000,0,1663785,2016,uss indianapolis: men of courage
41,40000000,0,734423,2014,dragon nest warriors' dawn
42,40000000,0,0,2018,the crow
43,40000000,0,0,2019,the goldfinch
44,40000000,0,0,2019,down under cover
45,39000000,63414846,102332135,2009,the time traveler's wife
46,39000000,59950623,59950623,1983,superman iii
47,39000000,42674040,69538833,2007,because i said so
48,39000000,35287788,81150788,2012,frankenweenie
49,39000000,30356589,37956589,1996,sgt. bilko
50,39000000,25514517,40319440,2005,serenity
51,39000000,12796824,26796824,2007,shoot 'em up
52,39000000,5881504,6429865,2004,against the ropes
53,38600000,6594959,57987299,2013,yi dai zong shi
54,38000000,144512310,206512310,2001,the fast and the furious
55,38000000,127214072,182365114,2002,sweet home alabama
56,38000000,88915214,205298907,2009,the ugly truth
57,38000000,85846296,119721296,2002,spy kids 2: the island of lost dreams
58,38000000,75671262,120000000,1994,star trek: generations
59,38000000,73921000,126577874,2017,captain underpants: the first epic movie
60,38000000,71091594,107650646,2015,paul blart: mall cop 2
61,38000000,61894591,61894591,1997,mouse hunt
62,38000000,60323786,117425156,2016,why him?
63,38000000,58709717,116809717,2011,water for elephants
64,38000000,53374681,105887837,2010,life as we know it
65,38000000,50699241,73956241,1999,the hurricane
66,38000000,42025135,94763758,2013,riddick
67,38000000,40334024,57753825,2001,heartbreakers
68,38000000,39177215,50970660,2002,enough
69,38000000,34912982,111336398,2016,the 5th wave
70,38000000,31811527,49678401,2009,push
71,38000000,26947624,98230839,2013,rush
72,38000000,24044532,29544532,2001,angel eyes
73,38000000,22770864,24515990,2001,joe somebody
74,38000000,18653746,58394308,2000,the ninth gate
75,38000000,18340051,24555177,2017,only the brave
76,38000000,17378193,17378193,1996,extreme measures
77,38000000,16999934,27573078,2011,the thing
78,38000000,16991902,19317765,2001,rock star
79,38000000,10229300,10229300,1996,white squall
80,38000000,7873007,17831558,2008,city of ember
81,38000000,6504442,6504442,1997,switchback
82,38000000,3143056,13143056,2018,the sisters brothers
83,38000000,623374,623374,2001,texas rangers
84,38000000,0,5473041,2008,virgin territory
85,37500000,108235497,119024536,2019,the upside
86,37500000,41152203,88473016,2012,what to expect when you're expecting
87,37500000,16247159,50647416,2012,the master
88,37500000,9793406,9813309,2008,the express
89,37000000,192769854,402280159,2008,twilight
90,37000000,150394119,267816276,2013,we're the millers
91,37000000,109767581,173567581,2015,creed
92,37000000,92186262,152566881,2010,the town
93,37000000,72286779,96068724,2011,dolphin tale
94,37000000,69179066,117378084,2018,game night
95,37000000,60355347,168167798,2008,burn after reading
96,37000000,57139723,97658712,2004,13 going on 30
97,37000000,48006762,101857425,2008,nim's island
98,37000000,46843513,100003780,2016,how to be single
99,37000000,44875481,55909910,2010,cop out
100,37000000,33047633,97143987,2011,the rite
1,37000000,30105968,67029956,2008,space chimps
2,37000000,22450975,48446802,1999,magnolia
3,37000000,21052030,25387091,2015,aloha
4,36500000,0,15000000,2009,obitaemyy ostrov
5,36000000,215288866,433449571,2018,a star is born
6,36000000,99967670,193737977,2011,gnomeo and juliet
7,36000000,71026631,102226631,2002,john q
8,36000000,68208190,117448157,1999,blue streak
9,36000000,55500000,160000000,1983,never say never again
10,36000000,50269859,65967750,2010,hot tub time machine
11,36000000,50159144,50159144,1997,breakdown
12,36000000,42024533,57824533,2014,dolphin tale 2
13,36000000,31016021,85309093,2016,collateral beauty
14,36000000,26500000,43797731,2003,a man apart
15,36000000,23360779,23360779,2000,reindeer games
16,36000000,14378353,14378353,1999,snow falling on cedars
17,36000000,13052741,13052741,1996,ghosts of mississippi
18,36000000,12532777,12532777,1997,gattaca
19,36000000,2954405,2954405,2000,isn't she great
20,36000000,2679437,157300954,2016,yip man 3
21,36000000,1069334,4020990,2011,there be dragons
22,36000000,0,1578543,2017,queen of the desert
23,35200000,37788228,38283765,2003,head of state
24,35000000,327481748,697457969,2017,it
25,35000000,277322503,465764086,2009,the hangover
26,35000000,255959475,305705794,2009,the blind side
27,35000000,251188924,411348924,1989,batman
28,35000000,206040085,312383487,1999,austin powers: the spy who shagged me
29,35000000,171243005,252276928,2010,true grit
30,35000000,144731527,319700000,1992,lethal weapon 3
31,35000000,141186864,245300000,1998,rush hour
32,35000000,134506920,175361578,2013,identity thief
33,35000000,124740460,326073155,2006,the devil wears prada
34,35000000,117538559,212417601,2011,horrible bosses
35,35000000,112692062,197692062,2001,spy kids
36,35000000,110212700,141123897,2015,trainwreck
37,35000000,83299761,114962525,2013,saving mr. banks
38,35000000,82258456,139000000,1979,star trek: the motion picture
39,35000000,81159365,159846429,2008,21
40,35000000,80277646,218535708,2008,what happens in vegas...
41,35000000,79091969,182291969,1991,cape fear
42,35000000,78716374,231710008,1996,the english patient
43,35000000,73178547,122357172,2009,hotel for dogs
44,35000000,68915888,102115888,2005,guess who
45,35000000,67544505,90221182,2012,this is 40
46,35000000,64604977,126204977,1997,l.a. confidential
47,35000000,63939454,83109359,2005,sky high
48,35000000,63826569,83226569,1997,in & out
49,35000000,63075011,117729621,2010,a nightmare on elm street
50,35000000,61280963,85911226,2000,the cell
51,35000000,60054449,113354449,1995,species
52,35000000,59843754,65063726,2006,the benchwarmers
53,35000000,59699513,60376247,2010,secretariat
54,35000000,56968169,56968169,1998,the man in the iron mask
55,35000000,55802754,146595891,2011,friends with benefits
56,35000000,55340730,108757621,2016,neighbors 2: sorority rising
57,35000000,54149098,96096018,2007,tmnt
58,35000000,52333738,53293628,2003,radio
59,35000000,50065850,75885196,2018,sicario: day of the soldado
60,35000000,49492060,95104304,2009,old dogs
61,35000000,48169910,48169910,1992,malcolm x
62,35000000,47425125,95713069,2015,poltergeist
63,35000000,46697321,93291478,2018,goosebumps 2: haunted halloween
64,35000000,45819713,71118378,2018,12 strong
65,35000000,45802315,89102315,2009,underworld 3: rise of the lycans
66,35000000,43894863,58405313,2005,must love dogs
67,35000000,43799818,70187088,2007,license to wed
68,35000000,41954997,65303052,1997,donnie brasco
69,35000000,40689393,87775050,2008,max payne
70,35000000,40119709,103787401,2002,resident evil
71,35000000,39692139,77392139,2004,the ladykillers
72,35000000,39046489,65084116,2011,something borrowed
73,35000000,37629831,46309644,2006,the nativity story
74,35000000,37553932,165103952,2011,in time
75,35000000,37490007,75281179,2010,the back-up plan
76,35000000,37306030,84606030,2011,j. edgar
77,35000000,36805288,53425292,2000,bounce
78,35000000,36108758,66295121,2018,mile 22
79,35000000,34580201,45671512,2015,hot pursuit
80,35000000,34531832,50363790,2015,concussion
81,35000000,34393507,140783360,2017,the foreigner
82,35000000,33987757,116177695,2004,closer
83,35000000,33423000,99423000,1994,street fighter
84,35000000,33422806,33422806,2001,black knight
85,35000000,32868349,33500620,2005,the bad news bears
86,35000000,32519322,111854182,2002,the pianist
87,35000000,32064800,70064800,2005,house of wax
88,35000000,31598308,68712365,2001,from hell
89,35000000,31445011,57897191,2018,adrift
90,35000000,30691439,77220596,2008,mirrors
91,35000000,30353973,81209222,2017,underworld: blood wars
92,35000000,30307804,30307804,2002,queen of the damned
93,35000000,29197642,97799865,2010,nanny mcphee and the big bang
94,35000000,28687835,52649951,2008,untraceable
95,35000000,28317513,54768418,1990,predator 2
96,35000000,28087155,86648359,2011,abduction
97,35000000,27107960,27107960,1980,flash gordon
98,35000000,26638520,73026302,2008,superhero movie
99,35000000,26613620,26613620,1999,blast from the past
100,35000000,25888412,35426759,2012,alex cross
1,35000000,25266129,37066129,2004,jersey girl
2,35000000,25078937,25078937,1997,midnight in the garden of good and evil
3,35000000,24139805,205822688,2016,bridget jonesâs baby
4,35000000,23483357,28906817,2001,heist
5,35000000,23365858,28391473,1992,hoffa
6,35000000,23083334,25350747,2016,whiskey tango foxtrot
7,35000000,22913677,22913677,2004,ella enchanted
8,35000000,22467450,82182803,2015,hitman: agent 47
9,35000000,20982478,68170792,2008,the x-files: i want to believe
10,35000000,20275446,31393201,2012,premium rush
11,35000000,19701164,34480045,2013,broken city
12,35000000,19478106,64188387,2005,valiant
13,35000000,19389454,33422485,2000,wonder boys
14,35000000,19294901,25114901,2005,cursed
15,35000000,18317151,20606053,2007,walk hard: the dewey cox story
16,35000000,18306166,29882645,2002,the four feathers
17,35000000,17630465,39340177,2010,furry vengeance
18,35000000,17616641,48543388,2013,parker
19,35000000,16862585,41666476,2004,wimbledon
20,35000000,15325127,15471969,2000,bait
21,35000000,15185241,33771965,2000,dungeons and dragons
22,35000000,14998070,63211088,2007,lions for lambs
23,35000000,14471440,14471440,1991,flight of the intruder
24,35000000,13305665,61721826,2011,the tree of life
25,35000000,13264986,13601109,2001,american outlaws
26,35000000,11989328,12506188,2006,zoom
27,35000000,11405825,24405825,2001,the shipping news
28,35000000,11001272,31878891,2009,the young victoria
29,35000000,10508518,18376443,2014,sabotage
30,35000000,10319915,10319915,1998,knock off
31,35000000,10275638,12254746,2009,whiteout
32,35000000,10219501,13214051,2015,unfinished business
33,35000000,10161183,61492104,2015,the walk
34,35000000,10144010,15461638,2006,the fountain
35,35000000,8323085,29890402,2013,mandela: long walk to freedom
36,35000000,8050977,10157534,2008,punisher: war zone
37,35000000,7659747,11559747,2003,the order
38,35000000,7459300,42064105,2006,a good year
39,35000000,6864016,28720470,2016,the brothers grimsby
40,35000000,6670765,43226146,2017,the snowman
41,35000000,6630252,16830252,2002,femme fatale
42,35000000,6448817,6448817,1997,warriors of virtue
43,35000000,5781086,32717063,2003,luther
44,35000000,5101237,24687524,2011,biutiful
45,35000000,4651977,4651977,1992,radio flyer
46,35000000,4496583,4496583,1993,bound by honor
47,35000000,4212494,11846010,2016,a hologram for the king
48,35000000,2221994,2221994,1997,smilla's sense of snow
49,35000000,2000000,2000000,1986,playing for keeps
50,35000000,1500000,1500000,1980,lion of the desert
51,35000000,1320043,1320043,1996,le hussard sur le toit
52,35000000,630779,630779,1999,ride with the devil
53,35000000,289773,17967746,2012,stolen
54,35000000,16816,786532,2011,trespass
55,35000000,0,19282590,2006,bandidas
56,35000000,0,53899,2015,the lovers
57,35000000,0,0,2008,black water transit
58,34800000,21443494,62831715,2011,the darkest hour
59,34000000,107825862,228104185,2017,baby driver
60,34000000,102427862,348319861,2014,the maze runner
61,34000000,37446117,63802928,2015,the longest ride
