id,production_budget,domestic_gross,worldwide_gross,year,title_new
62,34000000,32014993,32014993,1993,the age of innocence
63,34000000,15090399,205312666,2009,gake no ue no ponyo
64,34000000,12695691,38361428,2018,the darkest minds
65,34000000,11263966,11263966,1999,chill factor
66,34000000,10672566,10672566,1999,the astronaut's wife
67,34000000,6543194,14291999,2000,i dreamed of africa
68,34000000,4091,62582520,2014,thunder and the house of magic
69,33500000,50000000,50000000,1981,reds
70,33000000,141340178,236500000,1992,a few good men
71,33000000,117559438,173559438,2000,big momma's house
72,33000000,51758599,79958599,2001,exit wounds
73,33000000,46009673,75898100,2016,mike and dave need wedding dates
74,33000000,35074677,165552290,2012,step up revolution
75,33000000,34020814,62020814,2006,snakes on a plane
76,33000000,33664370,54533774,2004,the punisher
77,33000000,28946615,47267829,2000,the watcher
78,33000000,17142080,41495213,2012,safe
79,33000000,11008770,21621188,2008,doomsday
80,33000000,8408835,8408835,1999,pushing tin
81,33000000,4283255,27610873,2006,goal! the dream begins
82,33000000,176847,357687,2015,the young and prodigious t.s. spivet
83,33000000,70958,70958,2015,freaks of nature
84,32500000,309205079,572705079,1983,star wars ep. vi: return of the jedi
85,32500000,169211718,289632023,2011,bridesmaids
86,32500000,34194407,112964875,2008,the reader
87,32500000,21819348,48425971,2013,the big wedding
88,32500000,17288155,24159934,2012,wanderlust
89,32000000,173840591,220678483,2003,elf
90,32000000,104636382,152036382,1996,phenomenon
91,32000000,101470202,126539117,2013,this is the end
92,32000000,81150692,116898028,2002,snow dogs
93,32000000,80197993,99296462,2006,nacho libre
94,32000000,59450353,59450353,1988,scrooged
95,32000000,57744720,70587268,2010,takers
96,32000000,54712227,140428499,2011,source code
97,32000000,50041732,89441732,1999,stigmata
98,32000000,48814909,82339483,2000,men of honor
99,32000000,48795601,91553797,2018,i feel pretty
100,32000000,43095856,88978458,2005,the transporter 2
1,32000000,37915414,82332450,2011,"big mommas: like father, like son"
2,32000000,36299670,36299670,1993,alive
3,32000000,35193167,77593167,2007,the number 23
4,32000000,34175000,94875000,1979,1941
5,32000000,33022286,39498360,2005,dreamer: inspired by a true story
6,32000000,31493782,61477797,2005,a history of violence
7,32000000,22537881,27392609,2013,the incredible burt wonderstone
8,32000000,18552460,18552460,1995,the quick and the dead
9,32000000,17848322,29948322,2004,laws of attraction
10,32000000,17839115,29204379,2018,bad times at the el royale
11,32000000,17804299,43603990,2010,going the distance
12,32000000,16640210,16640210,1999,bringing out the dead
13,32000000,13942007,18195238,2010,repo men
14,32000000,10977721,79915361,2007,dragon wars: d-war
15,32000000,4357406,4357406,1996,bogus
16,32000000,3588602,3588602,1997,cats don't dance
17,32000000,2899970,2899970,1999,cradle will rock
18,32000000,1308696,6678033,2006,the good german
19,32000000,0,0,2004,george and the dragon
20,31500000,78800000,81250485,1979,apocalypse now
21,31500000,14708696,38771262,2016,criminal
22,31000000,95020213,97470701,2013,42
23,31000000,93772375,160558438,2012,flight
24,31000000,82582604,106282604,1995,mr. hollandâs opus
25,31000000,79096868,258210860,1985,out of africa
26,31000000,70300000,210300000,1979,moonraker
27,31000000,59076019,163981261,2014,the grand budapest hotel
28,31000000,58884188,102306500,2015,vacation
29,31000000,53208180,53208180,1990,arachnophobia
30,31000000,48791187,48791187,2019,isnât it romantic
31,31000000,44983704,68079671,2000,frequency
32,31000000,24185781,30885781,2001,hearts in atlantis
33,31000000,12482741,15826984,2010,extraordinary measures
34,31000000,6901965,7220490,2017,birth of the dragon
35,30250000,72021008,115021008,1995,get shorty
36,30000000,242212467,295212467,1984,ghostbusters
37,30000000,191796233,364545516,1995,toy story
38,30000000,174532921,238099711,2018,crazy rich asians
39,30000000,170687518,306770545,2002,chicago
40,30000000,163479795,228641283,1999,big daddy
41,30000000,145096820,286500000,2001,american pie 2
42,30000000,125014030,197618160,2012,the vow
43,30000000,121248145,283200000,1994,speed
44,30000000,120709866,200500000,1990,the hunt for red october
45,30000000,116632095,177025498,2013,lee daniels' the butler
46,30000000,115654751,136706683,2000,remember the titans
47,30000000,115646235,212453431,2009,district 9
48,30000000,114326736,167791704,2004,dodgeball: a true underdog story
49,30000000,113502246,191502246,1991,the addams family
50,30000000,108360063,212400000,1995,ace ventura: when nature calls
51,30000000,108244774,165334774,2001,the princess diaries
52,30000000,106885658,176885658,1999,analyze this
53,30000000,105489203,181489203,1996,the first wives club
54,30000000,100492203,231928227,2004,million dollar baby
55,30000000,100125643,328125643,1995,se7en
56,30000000,90135191,156822020,2003,mystic river
57,30000000,87044645,106030660,2015,sisters
58,30000000,85744662,163644662,1999,pokemon: the first movie
59,30000000,85416609,142051255,2004,spongebob squarepants: the movie
60,30000000,83823381,166842739,2009,up in the air
61,30000000,81001787,116025023,2004,the notebook
62,30000000,79576189,169173206,2009,hannah montana the movie
63,30000000,76808654,160247805,2008,27 dresses
64,30000000,76501438,103284813,2000,rugrats in paris
65,30000000,75468583,172778667,2017,the hitmanâs bodyguard
66,30000000,74787599,74787599,1991,the prince of tides
67,30000000,74494381,92494381,2005,four brothers
68,30000000,66502573,160502573,1994,legends of the fall
69,30000000,66486205,170466405,2012,looper
70,30000000,66380662,115121608,2013,warm bodies
71,30000000,65005217,107054484,2002,about schmidt
72,30000000,64251538,122529966,2014,the nut job
73,30000000,64172251,71172251,2001,down to earth
74,30000000,63658910,246100000,1995,babe
75,30000000,63536011,133085295,2012,hope springs
76,30000000,63172463,105173042,2008,forgetting sarah marshall
77,30000000,61255921,61950770,2004,friday night lights
78,30000000,60857262,95857262,1989,harlem nights
79,30000000,60494212,64170447,2008,baby mama
80,30000000,60110313,81529000,1998,hope floats
81,30000000,58715510,115150424,2009,bride wars
82,30000000,58156435,65121280,2004,without a paddle
83,30000000,56816662,162502774,2011,midnight in paris
84,30000000,56443120,150807172,2017,darkest hour
85,30000000,56068547,197593152,2005,wallace & gromit: the curse of the were-rabbit
86,30000000,53695808,155769678,2007,p.s. i love you
87,30000000,53359111,114770654,2005,corpse bride
88,30000000,53059911,65759911,2018,life of the party
89,30000000,53032453,82148538,2010,letters to juliet
90,30000000,52990775,83282296,2001,blow
91,30000000,52880016,52880016,1999,message in a bottle
92,30000000,52421953,94156456,2015,southpaw
93,30000000,52210049,70200000,1989,star trek v: the final frontier
94,30000000,51573925,98345423,2017,atomic blonde
95,30000000,51432423,62432423,2002,like mike
96,30000000,51041856,51041856,1994,naked gun 33 1/3: the final insult
97,30000000,50980159,129779728,2007,atonement
98,30000000,50327960,152627960,1985,a view to a kill
99,30000000,49772522,89955540,2005,racing stripes
100,30000000,46889293,84393749,2015,sicario
1,30000000,45892212,45892212,1989,black rain
2,30000000,45015999,45015999,1987,full metal jacket
3,30000000,44947622,80131391,2018,den of thieves
4,30000000,44338224,54052249,2012,the three stooges
5,30000000,43746923,133946923,2000,pokemon 2000
6,30000000,43037835,76235001,2014,john wick
7,30000000,42647449,42799060,2006,glory road
8,30000000,42629776,68984536,2015,the age of adaline
9,30000000,42400223,165889117,2010,step up 3d
10,30000000,42100625,91388487,2009,drag me to hell
11,30000000,42073277,70689968,2012,the cabin in the woods
12,30000000,42070939,47902566,2003,secondhand lions
13,30000000,40435190,53572822,2006,stranger than fiction
14,30000000,40259119,65343694,2011,hanna
15,30000000,40118420,51618420,2002,blue crush
16,30000000,39568996,80276156,2007,30 days of night
17,30000000,38747385,38747385,1986,little shop of horrors
18,30000000,38432823,41457834,2006,gridiron gang
19,30000000,38413606,81613606,1988,midnight run
20,30000000,38233676,84646831,2008,meet the spartans
21,30000000,38122000,38122000,1987,the running man
22,30000000,36918811,51078541,2013,the family
23,30000000,36276286,56096200,2018,the 15:17 to paris
24,30000000,35927406,51327406,1997,mortal kombat: annihilation
25,30000000,35608245,61449135,2011,larry crowne
26,30000000,35266619,82409520,2013,carrie
27,30000000,34742066,65390493,2006,take the lead
28,30000000,34017028,48575965,2018,death wish
29,30000000,32367005,102716321,2010,love and other drugs
30,30000000,32363404,46438538,2015,entourage
31,30000000,32267774,38462071,2001,what's the worst that could happen?
32,30000000,32172757,66742138,2013,side effects
33,30000000,31749894,48559999,2009,9
34,30000000,30577122,87956618,2014,deliver us from evil
35,30000000,30569935,33339868,2014,get on up
36,30000000,28780744,53296424,2017,mollyâs game
37,30000000,28700285,61623819,2012,the five-year engagement
38,30000000,28165882,29356757,2004,the prince & me
39,30000000,26692846,50145607,2011,winnie the pooh
40,30000000,26528684,29203383,1998,bulworth
41,30000000,26214846,26214846,2003,dumb and dumberer: when harry met lloyd
42,30000000,24004833,25947983,2018,white boy rick
43,30000000,23998226,23998226,1995,virtuosity
44,30000000,23337196,26708196,1998,one true thing
45,30000000,23209310,108957098,2011,sanctum
46,30000000,22530295,60772856,2006,my super ex-girlfriend
47,30000000,21858070,96892829,2017,ballerina
48,30000000,21800302,21827296,2004,mr. 3000
49,30000000,21148651,67255916,2010,the next three days
50,30000000,20868638,21709539,2018,proud mary
51,30000000,20422207,21758371,2004,little black book
52,30000000,20040895,36040895,2005,assault on precinct 13
53,30000000,19316646,60512680,2013,runner runner
54,30000000,19035741,19035741,1998,the replacement killers
55,30000000,18985794,263502914,2017,baahubali 2: the conclusion
56,30000000,18522064,30962112,2006,ultraviolet
57,30000000,18324242,23676771,2005,north country
58,30000000,18298649,40520649,2011,fright night
59,30000000,17800004,42531076,2017,mother!
60,30000000,17766658,35579007,2015,steve jobs
61,30000000,17266505,36722311,2002,eight legged freaks
62,30000000,17192205,19892205,1996,fled
63,30000000,17010170,28542494,2010,splice
64,30000000,16930884,32955399,2008,88 minutes
65,30000000,16323969,26323969,2004,the whole ten yards
66,30000000,16295774,16295774,1986,howard the duck
67,30000000,15740721,43440721,2008,pride and glory
68,30000000,15007991,27147991,2005,the cave
69,30000000,14334645,16910708,2004,godsend
70,30000000,14208384,15358583,2003,alex & emma
71,30000000,13001257,21577076,2004,wicker park
72,30000000,12712093,26184400,2005,the new world
73,30000000,12406646,12885574,2007,evening
74,30000000,12050299,48330757,2013,the last stand
75,30000000,12017369,12017369,1999,in dreams
76,30000000,11578022,11578022,1999,wing commander
77,30000000,10965209,17865209,2001,antitrust
78,30000000,10895295,19599974,2013,dead man down
79,30000000,10143779,23353111,2011,hoodwinked too: hood vs. evil
80,30000000,9362785,58228460,2009,dragonball evolution
81,30000000,9055010,10419084,2004,first daughter
82,30000000,8574339,17121823,2017,the lost city of z
83,30000000,8535575,18535575,2005,an unfinished life
84,30000000,7885294,16481405,2017,the space between us
85,30000000,7689607,64352607,2009,the imaginarium of doctor parnassus
86,30000000,7502560,8845575,2011,barney's version
87,30000000,6916869,6916869,2002,trapped
88,30000000,5718096,10096821,2018,kin
89,30000000,5321508,5575648,1984,once upon a time in america
90,30000000,4211129,8786752,2017,stronger
91,30000000,4167493,4967493,1999,gloria
92,30000000,3909149,15313631,2007,the assassination of jesse james by the coward robert ford
93,30000000,3765585,18765585,2004,the merchant of venice
94,30000000,3517797,6460758,2003,the good thief
95,30000000,3102550,3252550,2005,supercross
96,30000000,3005605,35891257,2006,miss potter
97,30000000,669625,35869934,2006,wu ji
98,30000000,600000,600000,2019,shaft
99,30000000,538690,3721988,2011,machine gun preacher
100,30000000,490973,648599,2018,bilal: a new breed of hero
1,30000000,480314,7755686,2007,doa: dead or alive
2,30000000,201857,52339566,2010,le petit nicolas
3,30000000,135739,8593154,2011,xinhai geming
4,30000000,3892,4874498,2008,genghis khan: to the ends of the earth and sea
5,30000000,3200,4315789,2015,wild card
6,30000000,918,168832,2015,united passions
7,30000000,0,53048539,2010,konferenz der tiere
8,30000000,0,25199891,2015,grace of monaco
9,30000000,0,5015080,2016,savva. serdtse voyna
10,30000000,0,2717302,2007,goodbye bafana
11,30000000,0,310985,2013,space pirate captain harlock
12,30000000,0,0,2003,ripley's game
13,29200000,2280004,5466698,2017,collide
14,29000000,184296230,287625468,2015,pitch perfect 2
15,29000000,119519402,187707495,2005,walk the line
16,29000000,77339130,103008792,2018,night school
17,29000000,63077560,78652207,2016,the boss
18,29000000,57141459,168841459,1995,12 monkeys
19,29000000,56330657,97413527,2003,once upon a time in mexico
20,29000000,37036404,45336404,2000,keeping the faith
21,29000000,27778642,44264271,2017,logan lucky
22,29000000,27383770,56000339,2016,florence foster jenkins
23,29000000,22619589,54045832,1998,the borrowers
24,29000000,18622031,28452945,2008,frost/nixon
25,29000000,17016190,24716190,2004,seed of chucky
26,29000000,16930185,20146150,2002,serving sara
27,29000000,16007718,33013805,2002,confessions of a dangerous mind
28,29000000,7460204,10066366,2009,taking woodstock
29,29000000,5899797,25899797,1987,cry freedom
30,29000000,0,0,2019,unhinged
31,28700000,4559569,4559569,1999,mumford
32,28500000,6301131,15452978,2005,the jacket
33,28000000,217350219,504050219,1992,aladdin
34,28000000,179880271,333080271,1984,indiana jones and the temple of doom
35,28000000,161197785,202182981,2015,straight outta compton
36,28000000,115108515,140886353,2017,girls trip
37,28000000,100494685,140894685,1998,the rugrats movie
38,28000000,81350242,139109346,1988,die hard
39,28000000,74058698,105159085,2001,along came a spider
40,28000000,72110659,127710550,2017,a bad moms christmas
41,28000000,71399120,94050951,2013,safe haven
42,28000000,70259870,133162752,2015,the big short
43,28000000,67300955,94500826,2008,role models
44,28000000,66954149,101379287,2014,"alexander and the terrible, horrible, no good, very bad day"
45,28000000,64378093,64474705,2004,miracle
46,28000000,63914167,112914167,2013,last vegas
47,28000000,60400856,94728529,2001,the wedding planner
48,28000000,58990765,103452875,2004,dawn of the dead
49,28000000,54800000,195300000,1981,for your eyes only
50,28000000,54730625,77026186,2018,tag
51,28000000,52353636,71430876,2001,the royal tenenbaums
52,28000000,52131264,82183683,2003,identity
