title,year,studio,production_budget,foreign_gross,domestic_gross,worldwide_gross,genres,rating,votes
hands of stone,2016,Wein.,20000000,0.0,4712792,5031975,"Action,Biography,Drama",6.6,12851
a hologram for the king,2016,RAtt.,35000000,0.0,4212494,11846010,"Comedy,Drama,Romance",6.1,36062
swiss army man,2016,A24,3000000,0.0,4210454,5837111,"Adventure,Comedy,Drama",7.0,91736
denial,2016,BST,10000000,0.0,4073448,9263940,"Biography,Drama",6.7,16593
denial,2016,BST,10000000,0.0,4073448,9263940,Documentary,7.4,25
compadres,2016,PNT,3000000,0.0,3127773,7445044,"Action,Comedy,Crime",4.7,876
the disappointments room,2016,Rela.,15000000,0.0,2423467,3503761,"Drama,Horror,Thriller",3.9,8167
paterson,2016,BST,5000000,0.0,2141423,10727536,"Comedy,Drama,Romance",7.4,55285
american honey,2016,A24,3500000,1200000.0,663247,2611750,"Adventure,Drama,Romance",7.0,31663
the neon demon,2016,BG,7500000,0.0,1333124,3559803,"Horror,Thriller",6.2,72359
a street cat named bob,2016,Cleopatra,8000000,0.0,82703,17382693,"Biography,Comedy,Drama",7.4,23204
the fate of the furious,2017,Uni.,250000000,0.0,225764765,1234846267,"Action,Crime,Thriller",6.7,179774
despicable me 3,2017,Uni.,75000000,770200000.0,264624300,1034727750,"Adventure,Animation,Comedy",6.3,92580
jumanji: welcome to the jungle,2017,Sony,90000000,557600000.0,404508916,964496193,"Action,Adventure,Comedy",7.0,242735
spider-man: homecoming,2017,Sony,175000000,546000000.0,334201140,880166350,"Action,Adventure,Sci-Fi",7.5,426302
thor: ragnarok,2017,BV,180000000,538900000.0,315058289,846980024,"Action,Adventure,Comedy",7.9,482995
wonder woman,2017,WB,150000000,409300000.0,412563408,821133378,"Action,Adventure,Fantasy",7.5,487527
coco,2017,BV,175000000,597400000.0,209726015,798008101,"Adventure,Animation,Comedy",8.4,277194
coco,2017,BV,175000000,597400000.0,209726015,798008101,Horror,7.4,35
pirates of the caribbean: dead men tell no tales,2017,BV,230000000,622300000.0,172558876,788241137,"Action,Adventure,Fantasy",6.6,228592
it,2017,WB (NL),35000000,372900000.0,327481748,697457969,"Horror,Thriller",7.4,359123
justice league,2017,WB,300000000,428900000.0,229024295,655945209,"Action,Adventure,Fantasy",6.5,329135
transformers: the last knight,2017,Par.,217000000,475300000.0,130168683,602893340,"Action,Adventure,Sci-Fi",5.2,119007
kong: skull island,2017,WB,185000000,398600000.0,168052812,561072059,"Action,Adventure,Fantasy",6.6,237720
the boss baby,2017,Fox,125000000,353000000.0,175003033,510878762,"Adventure,Animation,Comedy",6.3,93730
dunkirk,2017,WB,150000000,337200000.0,190068280,499837368,"Action,Drama,History",7.9,466580
war for the planet of the apes,2017,Fox,152000000,343800000.0,146880162,489592267,"Action,Adventure,Drama",7.5,201943
the greatest showman,2017,Fox,84000000,260700000.0,174340174,386665550,"Biography,Drama,Musical",7.6,199663
kingsman: the golden circle,2017,Fox,104000000,310700000.0,100234838,408803696,"Action,Adventure,Comedy",6.8,230797
cars 3,2017,BV,175000000,231000000.0,152901115,383541369,"Adventure,Animation,Comedy",6.8,59408
fifty shades darker,2017,Uni.,55000000,267000000.0,114434010,381398492,"Drama,Romance",4.6,81706
the great wall,2017,Uni.,150000000,289400000.0,45157105,334486852,Documentary,6.5,24
the lego batman movie,2017,WB,80000000,136200000.0,175750384,310660018,"Action,Animation,Comedy",7.3,116433
annabelle: creation,2017,WB (NL),15000000,204400000.0,102092201,305384865,"Horror,Mystery,Thriller",6.5,90402
wonder,2017,LGF,20000000,173500000.0,132422809,304604712,"Drama,Family",8.0,111632
ferdinand,2017,Fox,111000000,211700000.0,84410380,289847930,"Adventure,Animation,Comedy",6.7,40229
blade runner 2049,2017,WB,185000000,167200000.0,92054159,259357408,"Drama,Mystery,Sci-Fi",8.0,376241
get out,2017,Uni.,5000000,79400000.0,176040665,255367951,"Horror,Mystery,Thriller",7.7,400474
baahubali 2: the conclusion,2017,GrtIndia,30000000,234000000.0,18985794,263502914,"Action,Drama",8.3,65656
alien: covenant,2017,Fox,97000000,166600000.0,74262031,238521247,"Horror,Sci-Fi,Thriller",6.4,226920
baby driver,2017,TriS,34000000,119100000.0,107825862,228104185,"Action,Crime,Drama",7.6,363977
valerian and the city of a thousand planets,2017,STX,180000000,184700000.0,40479370,215098356,"Action,Adventure,Fantasy",6.5,139792
geostorm,2017,WB,100000000,187900000.0,33700160,220796009,"Action,Sci-Fi,Thriller",5.3,78287
the emoji movie,2017,Sony,50000000,131699999.0,86089513,216562312,"Adventure,Animation,Comedy",3.2,47294
smurfs: the lost village,2017,Sony,60000000,152200000.0,45020282,197578586,"Adventure,Animation,Comedy",6.0,15612
the shape of water,2017,FoxS,19500000,131400000.0,63859435,195790794,"Adventure,Drama,Fantasy",7.3,308112
pitch perfect 3,2017,Uni.,45000000,80500000.0,104897530,185736412,"Comedy,Music",5.8,45127
the post,2017,Fox,50000000,97900000.0,81903458,179748880,"Biography,Drama,History",7.2,108017
baywatch,2017,Par.,60000000,119800000.0,58060186,175863783,"Action,Comedy,Crime",5.6,137528
"three billboards outside ebbing, missouri",2017,FoxS,12000000,104700000.0,54513740,160191915,"Crime,Drama",8.2,344047
darkest hour,2017,Focus,30000000,94400000.0,56443120,150807172,"Biography,Drama,History",7.4,136546
king arthur: legend of the sword,2017,WB,175000000,109500000.0,39175066,139630336,"Action,Adventure,Drama",6.8,169054
the foreigner,2017,STX,35000000,111000000.0,34393507,140783360,"Action,Thriller",7.0,81288
girls trip,2017,Uni.,28000000,25400000.0,115108515,140886353,"Comedy,Drama",6.2,29321
american made,2017,Uni.,50000000,83500000.0,51342000,135569212,"Action,Biography,Comedy",7.2,131043
a bad moms christmas,2017,STX,28000000,58400000.0,72110659,127710550,"Adventure,Comedy",5.5,33056
captain underpants: the first epic movie,2017,Fox,38000000,51600000.0,73921000,126577874,"Action,Animation,Comedy",6.2,21903
happy death day,2017,Uni.,5000000,69800000.0,55683845,125010260,"Horror,Mystery,Thriller",6.5,87132
the lego ninjago movie,2017,WB,70000000,63800000.0,59281555,122737201,"Action,Adventure,Animation",6.0,18926
the dark tower,2017,Sony,60000000,62500000.0,50701325,113461527,"Action,Adventure,Fantasy",5.7,107518
jigsaw,2017,LGF,10000000,64900000.0,38052832,102445196,"Crime,Horror,Mystery",5.8,57184
atomic blonde,2017,Focus,30000000,48300000.0,51573925,98345423,"Action,Mystery,Thriller",6.7,150407
rings,2017,Par.,25000000,55300000.0,27793018,82917283,"Drama,Horror,Mystery",4.5,34151
lady bird,2017,A24,10000000,30000000.0,48958273,78610769,"Comedy,Drama",7.4,177677
american assassin,2017,LGF,63000000,31000000.0,36249674,68310140,"Action,Thriller",6.2,57793
the nut job 2: nutty by nature,2017,ORF,40000000,36800000.0,28370522,57438389,"Adventure,Animation,Comedy",5.5,4820
the star,2017,Sony,20000000,22000000.0,40847995,62758010,"Adventure,Animation,Comedy",6.1,5159
how to be a latin lover,2017,PNT,10000000,29700000.0,32149404,62556228,"Comedy,Drama",5.9,11747
"everything, everything",2017,WB,10000000,27500000.0,34121140,61603136,"Drama,Romance",6.4,26811
snatched,2017,Fox,42000000,15000000.0,45852178,57852177,"Action,Adventure,Comedy",4.5,29997
the big sick,2017,LGF,5000000,13500000.0,42872467,53972860,"Comedy,Drama,Romance",7.6,104008
downsizing,2017,Par.,68000000,30600000.0,24449754,54462971,"Drama,Sci-Fi",5.7,74815
"i, tonya",2017,Neon,11000000,23900000.0,30014534,53797409,"Biography,Comedy,Drama",7.5,141668
logan lucky,2017,BST,29000000,20700000.0,27778642,44264271,"Comedy,Crime,Drama",7.0,105966
rough night,2017,Sony,20000000,25200000.0,22105643,46844357,"Comedy,Crime,Thriller",5.2,39447
all eyez on me,2017,LG/S,45000000,0.0,44922302,54876855,"Biography,Drama,Music",5.8,18541
mother!,2017,Par.,30000000,26700000.0,17800004,42531076,"Drama,Horror,Mystery",6.6,156813
the snowman,2017,Uni.,35000000,36400000.0,6670765,43226146,"Crime,Drama,Mystery",5.1,47890
gifted,2017,FoxS,7000000,18200000.0,24801212,36964656,Drama,7.6,82426
fist fight,2017,WB (NL),25000000,8900000.0,32187017,40286416,Comedy,5.6,35136
diary of a wimpy kid: the long haul,2017,Fox,22000000,19400000.0,20738724,35609577,"Comedy,Family",4.4,5635
the house,2017,WB (NL),40000000,8600000.0,25584504,31192425,"Comedy,Crime",5.6,33365
the disaster artist,2017,A24,10000000,8700000.0,21120616,28717667,"Biography,Comedy,Drama",7.4,111737
home again,2017,ORF,15000000,0.0,27020284,37336874,"Comedy,Drama,Romance",5.8,22614
chips,2017,WB,25000000,8199999.0,18600152,23190292,"Action,Comedy,Crime",6.0,37029
the bye bye man,2017,STX,7400000,4300000.0,22395806,31187727,"Drama,Fantasy,Horror",4.3,17743
only the brave,2017,Sony,38000000,7400000.0,18340051,24555177,"Action,Biography,Drama",7.7,45482
father figures,2017,WB,25000000,8100000.0,17501244,21038441,"Adventure,Comedy,Drama",5.5,14373
it comes at night,2017,A24,5000000,5300000.0,13985117,19720203,"Horror,Mystery",6.2,69039
the space between us,2017,STX,30000000,6900000.0,7885294,16481405,"Adventure,Drama,Romance",6.4,41031
wish upon,2017,BG,12000000,0.0,14301505,23477345,"Drama,Fantasy,Horror",5.0,14962
"roman j. israel, esq.",2017,Sony,22000000,1100000.0,11962712,12967012,"Crime,Drama,Thriller",6.4,23632
battle of the sexes,2017,FoxS,25000000,0.0,12638526,18445379,"Biography,Comedy,Drama",6.7,43245
before i fall,2017,ORF,5000000,0.0,12241072,18945682,"Drama,Fantasy,Mystery",6.4,39282
stronger,2017,RAtt.,30000000,4200000.0,4211129,8786752,"Biography,Drama",7.0,33464
stronger,2017,RAtt.,30000000,4200000.0,4211129,8786752,Drama,6.8,22
tulip fever,2017,Wein.,25000000,5900000.0,2455635,6792768,"Drama,History,Romance",6.2,15037
just getting started,2017,BG,22000000,1600000.0,6069605,6756412,"Action,Comedy",4.4,4829
all saints,2017,Affirm,2000000,140000.0,5802208,5941994,Drama,6.0,1220
the florida project,2017,A24,2000000,0.0,5904366,11295324,Drama,7.6,72193
table 19,2017,FoxS,5000000,1400000.0,3614896,4620399,"Comedy,Drama,Romance",5.8,22751
the wall,2017,RAtt.,3000000,2700000.0,1803064,4495262,"Action,Drama,Thriller",6.2,20391
a ghost story,2017,A24,100000,0.0,1594798,2769782,"Drama,Fantasy,Romance",6.8,46280
patti cake$,2017,FoxS,1000000,682000.0,800148,1471090,"Drama,Music",6.7,8581
churchill,2017,Cohen,10000000,0.0,1279681,7582196,"Biography,Drama,History",6.3,12047
avengers: infinity war,2018,BV,300000000,0.0,678815482,2048134200,"Action,Adventure,Sci-Fi",8.5,670926
black panther,2018,BV,200000000,646900000.0,700059566,1348258224,"Action,Adventure,Sci-Fi",7.3,516148
jurassic world: fallen kingdom,2018,Uni.,170000000,891800000.0,417719760,1305772799,"Action,Adventure,Sci-Fi",6.2,219125
incredibles 2,2018,BV,200000000,634200000.0,608581744,1242520711,"Action,Adventure,Animation",7.7,203510
aquaman,2018,WB,160000000,812700000.0,335061807,1146894640,"Action,Adventure,Fantasy",7.1,263328
bohemian rhapsody,2018,Fox,55000000,687200000.0,216303339,894985342,"Biography,Drama,Music",8.0,345466
deadpool 2,2018,Fox,110000000,460500000.0,324591735,786680557,"Action,Adventure,Comedy",7.8,391735
fantastic beasts: the crimes of grindelwald,2018,WB,200000000,494100000.0,159555901,652220086,"Adventure,Family,Fantasy",6.6,163151
ant-man and the wasp,2018,BV,130000000,406000000.0,216648740,623144660,"Action,Adventure,Comedy",7.1,244024
ready player one,2018,WB,150000000,445200000.0,137690172,579290136,"Action,Adventure,Sci-Fi",7.5,301660
the meg,2018,WB,178000000,384800000.0,145443742,529530715,"Action,Horror,Sci-Fi",5.7,114042
ralph breaks the internet,2018,BV,175000000,328100000.0,201091711,524283695,"Adventure,Animation,Comedy",7.1,85694
hotel transylvania 3: summer vacation,2018,Sony,65000000,361100000.0,167500092,527079962,"Adventure,Animation,Comedy",6.3,42299
bumblebee,2018,Par.,102000000,340800000.0,127195589,465195589,"Action,Adventure,Sci-Fi",6.9,94155
solo: a star wars story,2018,BV,275000000,179200000.0,213767512,393151347,"Action,Adventure,Fantasy",7.0,226243
fifty shades freed,2018,Uni.,55000000,271500000.0,100407760,371350619,"Drama,Romance,Thriller",4.5,43893
peter rabbit,2018,Sony,50000000,236000000.0,115234093,347136477,"Adventure,Animation,Comedy",6.6,27908
mary poppins returns,2018,BV,130000000,177600000.0,171958438,341528518,"Comedy,Family,Fantasy",6.9,52103
a quiet place,2018,Par.,17000000,152900000.0,188024361,334522294,"Drama,Horror,Sci-Fi",7.6,305031
green book,2018,Uni.,23000000,234700000.0,85080171,322034439,"Biography,Comedy,Drama",8.3,204972
skyscraper,2018,Uni.,125000000,236400000.0,68420120,304115534,"Action,Adventure,Thriller",5.8,81193
tomb raider,2018,WB,90000000,216400000.0,58250803,273477501,"Action,Adventure,Fantasy",6.3,163560
crazy rich asians,2018,WB,30000000,64000000.0,174532921,238099711,"Comedy,Romance",7.0,96617
smallfoot,2018,WB,80000000,130900000.0,83240103,213691277,"Adventure,Animation,Comedy",6.7,23295
creed ii,2018,MGM,50000000,98300000.0,115715889,213591522,"Drama,Sport",7.2,72503
the equalizer 2,2018,Sony,77000000,88300000.0,102084362,190453132,"Action,Crime,Thriller",6.7,97963
the nutcracker and the four realms,2018,BV,132900000,119100000.0,54858851,170293899,"Adventure,Family,Fantasy",5.5,18734
the mule,2018,WB,50000000,68700000.0,103804407,170857676,"Crime,Drama,Thriller",7.1,58955
insidious: the last key,2018,Uni.,10000000,100100000.0,67745330,167885588,"Horror,Mystery,Thriller",5.7,42154
red sparrow,2018,Fox,69000000,104700000.0,46874505,145951861,"Action,Drama,Thriller",6.6,136738
the first purge,2018,Uni.,13000000,67500000.0,69488745,136617305,"Action,Horror,Sci-Fi",5.1,41741
a wrinkle in time,2018,BV,103000000,32200000.0,100478608,133401882,"Adventure,Family,Fantasy",4.2,34888
the house with a clock in its walls,2018,Uni.,40000000,62900000.0,68549695,126331750,"Comedy,Fantasy,Horror",6.0,32995
instant family,2018,Par.,48000000,53200000.0,67363237,119736188,"Comedy,Drama",7.4,46728
the commuter,2018,LGF,40000000,83600000.0,36343858,101985431,"Action,Mystery,Thriller",6.3,83114
game night,2018,WB (NL),37000000,48500000.0,69179066,117378084,"Action,Comedy,Crime",7.0,163279
first man,2018,Uni.,60000000,60800000.0,44936545,105203825,"Biography,Drama,History",7.4,120009
alpha,2018,Studio 8,51000000,62300000.0,35851379,99624873,"Adventure,Drama,Family",6.7,41882
a simple favor,2018,LGF,20000000,44100000.0,53548586,97628717,"Comedy,Crime,Drama",6.9,83338
the favourite,2018,FoxS,15000000,61600000.0,34366783,94113929,"Biography,Drama,History",7.6,116011
truth or dare,2018,Uni.,3500000,53900000.0,41411015,95127344,"Horror,Thriller",5.2,33621
i feel pretty,2018,STX,32000000,45700000.0,48795601,91553797,"Comedy,Romance",5.4,39936
blockers,2018,Uni.,21000000,33700000.0,60311495,94045328,Comedy,6.2,57142
goosebumps 2: haunted halloween,2018,Sony,35000000,46600000.0,46697321,93291478,"Adventure,Comedy,Family",5.6,11459
blackkklansman,2018,Focus,15000000,44000000.0,49275340,93017335,"Biography,Crime,Drama",7.5,149005
sherlock gnomes,2018,Par.,59000000,47100000.0,43242871,87527651,"Adventure,Animation,Comedy",5.1,8030
mortal engines,2018,Uni.,100000000,67700000.0,15951040,85287417,"Action,Adventure,Fantasy",6.1,70193
den of thieves,2018,STX,30000000,35600000.0,44947622,80131391,"Action,Crime,Drama",7.0,69648
hereditary,2018,A24,10000000,35300000.0,44069456,70133905,"Drama,Horror,Mystery",7.3,151571
tag,2018,WB (NL),28000000,23400000.0,54730625,77026186,Comedy,6.5,85186
vice,2018,Annapurna,60000000,28200000.0,47836282,70883171,"Biography,Comedy,Drama",7.2,72855
widows,2018,Fox,40000000,33600000.0,42402632,73866088,"Crime,Drama,Thriller",7.0,61615
sicario: day of the soldado,2018,Sony,35000000,25800000.0,50065850,75885196,"Action,Crime,Drama",7.1,95650
second act,2018,STX,15700000,33000000.0,39282227,63288854,"Comedy,Drama,Romance",5.8,13109
book club,2018,Par.,10000000,0.0,68566296,91113683,"Comedy,Drama,Romance",6.1,18728
12 strong,2018,WB,35000000,21600000.0,45819713,71118378,"Action,Drama,History",6.6,50155
"love, simon",2018,Fox,10000000,25500000.0,40826341,65520633,"Comedy,Drama,Romance",7.6,81575
mile 22,2018,STX,35000000,30200000.0,36108758,66295121,"Action,Adventure,Thriller",6.1,47862
life of the party,2018,WB (NL),30000000,12800000.0,53059911,65759911,Comedy,5.5,25756
adrift,2018,STX,35000000,28500000.0,31445011,57897191,"Action,Adventure,Biography",6.6,34115
the 15:17 to paris,2018,WB,30000000,20800000.0,36276286,56096200,"Biography,Drama,Thriller",5.2,21880
early man,2018,LGF,50000000,46400000.0,8267544,45285890,"Adventure,Animation,Comedy",6.1,15882
peppermint,2018,STX,25000000,18400000.0,35418723,51800758,"Action,Crime,Drama",6.5,35854
teen titans go! to the movies,2018,WB,10000000,22300000.0,29790236,51620593,"Action,Animation,Comedy",6.8,12525
slender man,2018,SGem,10000000,21200000.0,30564825,51723644,"Horror,Mystery,Thriller",3.2,19650
uncle drew,2018,LG/S,18000000,4200000.0,42469946,46527161,"Comedy,Sport",5.7,9739
mary queen of scots,2018,Focus,25000000,29900000.0,16468499,46734733,"Biography,Drama,History",6.3,23866
the possession of hannah grace,2018,SGem,6000000,28200000.0,14836174,42785387,"Horror,Mystery,Thriller",5.2,11629
the darkest minds,2018,Fox,34000000,28400000.0,12695691,38361428,"Action,Adventure,Drama",5.7,21340
on the basis of sex,2018,Focus,20000000,13600000.0,24622687,38073377,"Biography,Drama",6.9,12083
the hate u give,2018,Fox,23000000,5200000.0,29719483,35067665,"Crime,Drama",7.3,17583
bad times at the el royale,2018,Fox,32000000,14000000.0,17839115,29204379,"Crime,Drama,Mystery",7.1,86318
white boy rick,2018,Studio 8,30000000,1900000.0,24004833,25947983,"Crime,Drama",6.4,16255
winchester,2018,LGF,3500000,0.0,25091816,44378040,"Biography,Drama,Fantasy",5.4,24351
"paul, apostle of christ",2018,Affirm,5000000,5500000.0,17547999,25529498,"Adventure,Biography,Drama",6.7,5662
proud mary,2018,SGem,30000000,876000.0,20868638,21709539,"Action,Crime,Drama",4.9,6805
superfly,2018,Sony,16000000,236000.0,20537137,20723581,"Action,Crime,Thriller",5.0,4753
if beale street could talk,2018,Annapurna,12000000,5700000.0,14915773,19859167,"Drama,Romance",7.2,25512
hell fest,2018,LGF,5500000,7100000.0,11107431,18119231,Horror,5.5,8662
unfriended: dark web,2018,BH Tilt,1000000,6300000.0,8866745,16434588,"Crime,Horror,Mystery",5.9,13822
upgrade,2018,BH Tilt,3000000,2400000.0,11977130,16553285,"Action,Sci-Fi,Thriller",7.6,104978
unsane,2018,BST,1500000,6600000.0,7690044,14244931,"Drama,Horror,Mystery",6.4,32049
the sisters brothers,2018,Annapurna,38000000,10000000.0,3143056,13143056,"Adventure,Comedy,Crime",7.0,32135
welcome to marwen,2018,Uni.,45000000,2100000.0,10763520,12874922,"Biography,Comedy,Drama",6.1,8920
hotel artemis,2018,Global Road,15000000,6000000.0,6708137,12758799,"Action,Drama,Sci-Fi",6.1,30586
kin,2018,LGF,30000000,4300000.0,5718096,10096821,"Action,Drama,Sci-Fi",5.7,9048
can you ever forgive me?,2018,FoxS,10000000,0.0,8803865,11752387,"Biography,Comedy,Crime",7.2,29473
suspiria,2018,Amazon,20000000,5400000.0,2483472,7034615,"Fantasy,Horror,Mystery",6.8,37360
the hurricane heist,2018,ENTMP,40000000,0.0,6115824,30963684,"Action,Adventure,Crime",5.1,15326
destroyer,2018,Annapurna,9000000,4000000.0,1533324,3681096,"Action,Crime,Drama",6.2,13683
gotti,2018,VE,10000000,0.0,4286367,6089100,"Biography,Crime,Drama",4.8,10358
ben is back,2018,RAtt.,13000000,0.0,3703182,9633111,Drama,6.7,10402
mandy,2018,RLJ,6000000,0.0,1214525,1427656,"Action,Fantasy,Horror",6.6,44378
